,location,beds,price,baths,half_baths
971,West,2,265.0,1,0
972,West,2,265.0,1,0
973,West,2,265.0,1,0
974,West,3,275.0,1,0
975,North,2,285.0,1,0
976,North,2,285.0,1,0
977,West,1,285.0,1,0
978,West,1,285.0,1,0
979,West,3,290.0,1,0
980,East,2,290.0,1,0
981,East,2,290.0,1,0
982,East,3,295.0,1,0
983,Null,1,832.0,1,0
984,East,2,295.0,1,0
985,East,2,295.0,1,0
986,Null,2,299.0,1,0
987,Null,3,299.0,1,0
988,Null,3,300.0,1,0
989,East,4,300.0,1,0
990,West,3,300.0,1,0
991,East,2,300.0,1,0
992,East,2,300.0,1,0
993,East,2,300.0,1,0
994,North,2,650.0,1,1
995,Null,4,300.0,1,2
996,East,2,310.0,1,0
997,East,2,310.0,1,0
998,Null,3,325.0,1,0
999,Null,2,330.0,1,0
1000,Null,2,330.0,1,0
1001,West,2,335.0,1,0
1002,Null,2,335.0,1,1
1003,Null,2,335.0,1,1
1004,West,1,335.0,1,0
1005,West,1,335.0,1,0
1006,West,1,335.0,1,0
1007,West,1,335.0,1,0
1008,West,1,335.0,1,0
1009,West,1,335.0,1,0
1010,West,1,335.0,1,0
1011,West,1,335.0,1,0
1012,West,1,335.0,1,0
1013,West,1,335.0,1,0
1014,West,1,335.0,1,0
1015,West,1,335.0,1,0
1016,West,1,335.0,1,0
1017,West,1,335.0,1,0
1018,West,1,335.0,1,0
1019,West,1,335.0,1,0
1020,East,3,400.0,1,0
1021,Null,2,350.0,1,0
1022,North,3,350.0,1,0
1023,East,3,350.0,1,0
1024,West,3,350.0,1,1
1025,West,3,350.0,1,1
1026,West,3,350.0,1,1
1027,Null,3,350.0,1,0
1028,North,2,350.0,1,0
1029,North,2,350.0,1,0
1030,North,3,350.0,1,0
1031,North,3,350.0,1,0
1032,North,3,350.0,1,0
1033,North,3,350.0,1,0
1034,North,3,350.0,1,0
1035,North,3,350.0,1,0
1036,East,3,350.0,1,0
1037,North,4,475.0,1,0
1038,North,3,475.0,1,0
1039,West,1,350.0,1,0
1040,East,1,350.0,1,0
1041,West,3,350.0,1,0
1042,Null,4,350.0,1,2
1043,North,2,350.0,1,0
1044,West,1,375.0,1,0
1045,North,2,355.0,1,0
1046,North,2,355.0,1,0
1047,West,2,355.0,1,1
1048,West,2,365.0,1,0
1049,East,3,380.0,1,0
1050,North,4,380.0,1,0
1051,North,3,380.0,1,0
1052,West,2,380.0,1,0
1053,Null,3,380.0,1,0
1054,West,1,385.0,1,0
1055,West,1,385.0,1,0
1056,West,1,385.0,1,0
1057,West,1,385.0,1,0
1058,West,1,385.0,1,0
1059,West,1,385.0,1,0
1060,West,1,385.0,1,0
1061,West,1,385.0,1,0
1062,West,1,385.0,1,0
1063,West,1,385.0,1,0
1064,West,1,385.0,1,0
1065,West,1,385.0,1,0
1066,West,1,385.0,1,0
1067,West,1,385.0,1,0
1068,East,3,395.0,1,0
1069,Null,3,395.0,1,0
1070,East,2,395.0,1,0
1071,East,3,395.0,1,0
1072,Null,3,395.0,1,0
1073,West,3,399.0,1,1
1074,West,3,400.0,1,0
1075,East,3,400.0,1,0
1076,North,2,500.0,1,0
1077,North,4,400.0,1,0
1078,Null,3,400.0,1,0
1079,Null,3,400.0,1,0
1080,Null,3,400.0,1,0
1081,West,4,400.0,1,0
1082,North,2,400.0,1,0
1083,Null,3,400.0,1,0
1084,Null,4,400.0,1,2
1085,West,3,405.0,1,0
1086,East,3,425.0,1,0
1087,West,3,440.0,1,0
1088,Null,2,425.0,1,0
1089,West,3,425.0,1,0
1090,Null,3,425.0,1,0
1091,North,3,475.0,1,0
1092,North,2,425.0,1,0
1093,South,1,425.0,1,1
1094,East,3,430.0,1,0
1095,Null,4,440.0,1,0
1096,Null,4,440.0,1,0
1097,Null,4,440.0,1,0
1098,Null,4,440.0,1,0
1099,Null,4,440.0,1,0
1100,Null,4,440.0,1,0
1101,Null,4,440.0,1,0
1102,Null,4,440.0,1,0
1103,West,4,440.0,1,0
1104,West,4,440.0,1,0
1105,West,4,440.0,1,0
1106,West,4,440.0,1,0
1107,West,4,440.0,1,0
1108,West,4,440.0,1,0
1109,West,4,440.0,1,0
1110,West,4,440.0,1,0
1111,Null,4,440.0,1,0
1112,Null,4,440.0,1,0
1113,Null,4,440.0,1,0
1114,Null,4,440.0,1,0
1115,Null,4,440.0,1,0
1116,Null,4,440.0,1,0
1117,West,4,440.0,1,0
1118,West,4,440.0,1,0
1119,West,4,440.0,1,0
1120,West,4,440.0,1,0
1121,West,4,440.0,1,0
1122,West,4,440.0,1,0
1123,West,4,440.0,1,0
1124,West,4,440.0,1,0
1125,West,4,440.0,1,0
1126,West,4,440.0,1,0
1127,West,4,440.0,1,0
1128,West,4,440.0,1,0
1129,West,4,440.0,1,0
1130,West,4,440.0,1,0
1131,West,4,440.0,1,0
1132,West,4,440.0,1,0
1133,West,4,440.0,1,0
1134,East,3,450.0,1,0
1135,East,3,450.0,1,0
1136,East,3,450.0,1,0
1137,East,3,450.0,1,0
1138,East,3,450.0,1,0
1139,East,3,475.0,1,0
1140,West,3,450.0,1,0
1141,West,3,450.0,1,0
1142,Null,3,500.0,1,0
1143,North,2,450.0,1,0
1144,North,2,450.0,1,0
1145,East,2,450.0,1,1
1146,North,3,450.0,1,0
1147,North,3,450.0,1,0
1148,East,3,455.0,1,1
1149,East,3,455.0,1,1
1150,Null,3,455.0,1,0
1151,East,3,470.0,1,0
1152,East,3,620.0,1,0
1153,Null,3,475.0,1,0
1154,Null,3,475.0,1,0
1155,North,3,437.5,1,0
1156,North,3,437.5,1,0
1157,West,2,475.0,1,0
1158,West,2,475.0,1,0
1159,Null,2,480.0,1,1
1160,North,2,480.0,1,1
1161,North,2,480.0,1,1
1162,North,2,480.0,1,1
1163,West,3,485.0,1,0
1164,West,3,485.0,1,0
1165,Null,3,445.0,1,1
1166,Null,3,495.0,1,0
1167,Null,3,495.0,1,0
1168,Null,3,495.0,1,0
1169,Null,3,495.0,1,0
1170,Null,3,495.0,1,0
1171,West,3,495.0,1,0
1172,West,3,495.0,1,0
1173,West,3,495.0,1,0
1174,West,3,495.0,1,0
1175,West,3,495.0,1,0
1176,West,3,495.0,1,0
1177,West,3,495.0,1,0
1178,West,3,495.0,1,0
1179,West,3,495.0,1,0
1180,West,3,500.0,1,0
1181,West,3,500.0,1,0
1182,Null,4,500.0,1,2
1183,Null,3,500.0,1,0
1184,Null,3,500.0,1,0
1185,Null,3,500.0,1,0
1186,West,4,500.0,1,0
1187,North,4,500.0,1,0
1188,North,3,500.0,1,0
1189,North,3,500.0,1,0
1190,North,3,500.0,1,0
1191,Null,3,500.0,1,1
1192,Null,3,500.0,1,1
1193,Null,3,500.0,1,0
1194,Null,4,500.0,1,0
1195,West,4,500.0,1,0
1196,Null,3,525.0,1,0
1197,West,3,500.0,1,0
1198,West,4,637.5,1,1
1199,East,3,500.0,1,0
1200,West,4,500.0,1,0
1201,West,4,500.0,1,0
1202,East,4,500.0,1,0
1203,Null,4,500.0,1,0
1204,Null,4,500.0,1,0
1205,West,4,500.0,1,0
1206,East,4,500.0,1,0
1207,East,4,500.0,1,0
1208,East,4,500.0,1,0
1209,Null,4,500.0,1,0
1210,Null,4,500.0,1,0
1211,North,4,250.0,1,0
1212,Null,3,250.0,1,0
1213,Null,3,500.0,1,0
1214,Null,2,407.0,1,0
1215,West,2,505.0,1,1
1216,West,2,510.0,1,0
1217,West,3,515.0,1,0
1218,West,3,515.0,1,0
1219,Null,3,515.0,1,0
1220,West,3,515.0,1,0
1221,West,3,515.0,1,0
1222,East,3,515.0,1,0
1223,North,3,519.0,1,0
1224,North,1,525.0,1,0
1225,North,3,530.0,1,0
1226,West,3,530.0,1,0
1227,East,2,540.0,1,0
1228,East,2,540.0,1,0
1229,East,1,547.5,1,0
1230,Null,2,540.0,1,0
1231,East,3,545.0,1,0
1232,East,3,545.0,1,0
1233,East,3,545.0,1,0
1234,East,3,505.0,1,0
1235,East,3,545.0,1,0
1236,West,1,700.0,1,0
1237,Null,3,550.0,1,0
1238,North,4,550.0,1,0
1239,Null,3,550.0,1,1
1240,East,3,710.0,1,0
1241,East,3,710.0,1,0
1242,East,3,710.0,1,0
1243,East,3,710.0,1,0
1244,East,3,710.0,1,0
1245,East,3,710.0,1,0
1246,East,3,710.0,1,0
1247,East,3,710.0,1,0
1248,East,3,710.0,1,0
1249,East,3,710.0,1,0
1250,East,3,710.0,1,0
1251,East,2,575.0,1,0
1252,West,3,575.0,1,1
1253,West,4,675.0,1,0
1254,West,3,575.0,1,0
1255,East,3,575.0,1,0
1256,East,3,575.0,1,0
1257,West,3,575.0,1,0
1258,Null,3,575.0,1,0
1259,East,3,575.0,1,0
1260,East,3,575.0,1,0
1261,West,1,575.0,1,0
1262,West,1,575.0,1,0
1263,East,4,580.0,1,0
1264,West,3,580.0,1,0
1265,West,3,580.0,1,0
1266,West,3,580.0,1,0
1267,Null,3,590.0,1,0
1268,East,2,590.0,1,1
1269,East,2,590.0,1,1
1270,East,2,590.0,1,1
1271,East,3,595.0,1,0
1272,East,4,599.0,1,0
1273,Null,4,600.0,1,0
1274,East,4,600.0,1,1
1275,Null,4,600.0,1,0
1276,West,4,600.0,1,0
1277,West,3,600.0,1,0
1278,Null,4,600.0,1,0
1279,East,1,607.5,1,0
1280,Null,4,600.0,1,0
1281,Null,4,700.0,1,1
1282,East,4,600.0,1,0
1283,North,4,600.0,1,0
1284,Null,3,600.0,1,0
1285,Null,4,300.0,1,0
1286,Null,4,600.0,1,0
1287,East,4,600.0,1,1
1288,West,4,300.0,1,0
1289,West,4,300.0,1,0
1290,West,4,300.0,1,0
1291,West,4,300.0,1,0
1292,West,4,300.0,1,0
1293,West,4,300.0,1,0
1294,West,4,300.0,1,0
1295,North,3,750.0,1,0
1296,North,3,750.0,1,0
1297,North,3,750.0,1,0
1298,North,3,750.0,1,0
1299,West,4,300.0,1,0
1300,West,4,300.0,1,0
1301,Null,4,600.0,1,1
1302,Null,2,610.0,1,0
1303,North,2,615.0,1,0
1304,Null,2,620.0,1,1
1305,West,4,620.0,1,0
1306,North,3,620.0,1,0
1307,East,3,620.0,1,0
1308,Null,3,620.0,1,0
1309,East,2,620.0,1,1
1310,East,2,620.0,1,1
1311,East,3,620.0,1,1
1312,West,2,620.0,1,0
1313,West,2,620.0,1,0
1314,Null,2,760.5,1,0
1315,East,5,625.0,1,0
1316,Null,2,437.5,1,0
1317,East,3,630.0,1,0
1318,East,3,630.0,1,0
1319,Null,3,635.0,1,0
1320,Null,3,635.0,1,0
1321,Null,3,635.0,1,0
1322,North,4,640.0,1,0
1323,Null,2,640.0,1,0
1324,West,3,650.0,1,0
1325,West,3,650.0,1,0
1326,West,3,650.0,1,0
1327,West,3,650.0,1,0
1328,East,4,650.0,1,0
1329,Null,3,650.0,1,0
1330,East,3,650.0,1,1
1331,East,3,650.0,1,1
1332,West,4,650.0,1,0
1333,West,3,650.0,1,0
1334,East,4,675.0,1,0
1335,East,4,650.0,1,0
1336,Null,4,650.0,1,1
1337,East,4,650.0,1,0
1338,North,3,660.0,1,0
1339,North,3,660.0,1,0
1340,East,4,680.0,1,0
1341,West,3,680.0,1,0
1342,East,3,680.0,1,0
1343,East,4,680.0,1,0
1344,West,3,680.0,1,1
1345,North,4,690.0,1,0
1346,Null,3,695.0,1,0
1347,Null,3,695.0,1,0
1348,Null,3,695.0,1,0
1349,West,4,700.0,1,0
1350,East,3,700.0,1,0
1351,East,4,700.0,1,0
1352,East,3,360.0,1,0
1353,East,3,360.0,1,0
1354,East,3,360.0,1,0
1355,East,3,360.0,1,0
1356,East,3,360.0,1,0
1357,East,3,360.0,1,0
1358,East,3,715.0,1,0
1359,North,2,720.0,1,0
1360,East,3,725.0,1,0
1361,Null,3,730.0,1,0
1362,East,4,730.0,1,0
1363,West,2,730.0,1,1
1364,West,2,730.0,1,1
1365,East,1,742.5,1,0
1366,East,1,742.5,1,0
1367,East,3,740.0,1,0
1368,East,3,740.0,1,0
1369,Null,3,390.0,1,0
1370,Null,3,390.0,1,0
1371,Null,3,390.0,1,0
1372,Null,3,390.0,1,0
1373,Null,3,390.0,1,0
1374,Null,3,390.0,1,1
1375,Null,3,390.0,1,1
1376,Null,3,390.0,1,1
1377,Null,3,390.0,1,1
1378,Null,3,390.0,1,1
1379,Null,3,390.0,1,1
1380,North,3,749.0,1,0
1381,Null,3,749.0,1,0
1382,Null,4,750.0,1,0
1383,East,5,750.0,1,0
1384,West,4,750.0,1,0
1385,East,5,750.0,1,0
1386,East,4,775.0,1,0
1387,North,4,750.0,1,0
1388,West,4,750.0,1,0
1389,North,4,750.0,1,1
1390,North,4,750.0,1,1
1391,East,3,755.0,1,0
1392,North,3,760.0,1,0
1393,West,3,770.0,1,0
1394,East,3,770.0,1,0
1395,North,2,775.0,1,0
1396,West,2,775.0,1,0
1397,West,2,775.0,1,0
1398,North,4,780.0,1,1
1399,West,3,780.0,1,0
1400,Null,3,785.0,1,0
1401,Null,3,785.0,1,0
1402,Null,3,785.0,1,0
1403,Null,3,785.0,1,0
1404,Null,3,785.0,1,0
1405,Null,3,785.0,1,0
1406,East,3,795.0,1,0
1407,Null,2,795.0,1,0
1408,East,4,795.0,1,0
1409,East,4,800.0,1,0
1410,East,4,800.0,1,0
1411,Null,3,800.0,1,0
1412,East,4,800.0,1,0
1413,East,4,800.0,1,0
1414,West,3,800.0,1,0
1415,Null,4,800.0,1,0
1416,Null,4,800.0,1,0
1417,Null,3,800.0,1,1
1418,North,3,800.0,1,0
1419,Null,4,800.0,1,1
1420,East,4,800.0,1,0
1421,Null,3,450.0,1,0
1422,Null,3,450.0,1,0
1423,Null,3,450.0,1,0
1424,Null,3,450.0,1,0
1425,Null,3,450.0,1,0
1426,Null,3,450.0,1,0
1427,East,4,500.0,1,0
1428,West,4,805.0,1,0
1429,West,4,805.0,1,0
1430,West,4,805.0,1,0
1431,East,3,820.0,1,0
1432,East,4,840.0,1,0
1433,West,4,840.0,1,0
1434,West,4,840.0,1,0
1435,East,3,845.0,1,0
1436,East,5,850.0,1,0
1437,West,4,850.0,1,0
1438,West,4,850.0,1,0
1439,Null,3,850.0,1,0
1440,Null,3,850.0,1,0
1441,West,2,850.0,1,0
1442,West,2,850.0,1,0
1443,West,2,855.0,1,0
1444,West,2,855.0,1,0
1445,West,2,860.0,1,0
1446,West,2,865.0,1,0
1447,West,2,865.0,1,0
1448,East,3,875.0,1,0
1449,West,5,875.0,1,0
1450,East,3,875.0,1,0
1451,Null,4,880.0,1,0
1452,North,4,880.0,1,0
1453,Null,4,880.0,1,0
1454,East,3,895.0,1,0
1455,East,3,895.0,1,0
1456,West,2,895.0,1,0
1457,East,4,895.0,1,0
1458,East,4,895.0,1,0
1459,East,4,900.0,1,1
1460,East,4,900.0,1,0
1461,West,4,900.0,1,0
1462,Null,2,900.0,1,0
1463,Null,4,900.0,1,0
1464,East,4,900.0,1,0
1465,North,3,910.0,1,0
1466,West,2,910.0,1,0
1467,North,3,915.0,1,1
1468,West,4,620.0,1,0
1469,West,4,620.0,1,0
1470,West,4,620.0,1,0
1471,West,4,620.0,1,0
1472,North,3,930.0,1,0
1473,East,4,940.0,1,0
1474,Null,3,944.0,1,0
1475,East,4,950.0,1,0
1476,West,5,950.0,1,0
1477,East,4,950.0,1,0
1478,North,3,950.0,1,0
1479,North,3,950.0,1,0
1480,West,3,950.0,1,0
1481,Null,5,950.0,1,0
1482,West,4,950.0,1,0
1483,West,4,950.0,1,0
1484,East,5,950.0,1,1
1485,West,2,950.0,1,0
1486,West,2,950.0,1,0
1487,West,2,950.0,1,0
1488,West,2,950.0,1,0
1489,Null,5,950.0,1,0
1490,Null,4,955.0,1,0
1491,East,3,965.0,1,0
1492,East,3,975.0,1,0
1493,East,3,975.0,1,0
1494,West,4,980.0,1,0
1495,East,3,980.0,1,0
1496,East,4,995.0,1,0
1497,East,3,995.0,1,0
1498,Null,3,995.0,1,0
1499,North,4,995.0,1,0
1500,North,4,995.0,1,0
1501,North,3,995.0,1,0
1502,West,4,507.0,1,0
1503,Null,4,0.0,1,0
1504,North,5,0.0,1,0
1505,West,4,0.0,1,1
1506,West,4,0.0,1,1
1507,East,4,0.0,1,0
1508,West,4,7.5,1,0
1509,East,5,0.0,1,0
1510,North,4,50.0,1,0
1511,Null,4,0.0,1,0
1512,East,4,0.0,1,1
1513,West,4,0.0,1,0
1514,West,2,0.0,1,1
1515,North,3,150.0,1,1
1516,Null,4,100.0,1,0
1517,North,5,0.0,1,0
1518,East,5,0.0,1,0
1519,Null,5,125.0,1,0
1520,West,4,0.0,1,0
1521,Null,5,0.0,1,0
1522,Null,5,0.0,1,0
1523,Null,5,0.0,1,0
1524,Null,5,0.0,1,0
1525,East,4,0.0,1,0
1526,East,4,0.0,1,0
1527,East,5,0.0,1,0
1528,West,4,200.0,1,0
1529,West,4,200.0,1,0
1530,West,4,200.0,1,0
1531,West,4,200.0,1,0
1532,East,5,250.0,1,0
1533,North,3,20.0,1,0
1534,North,3,20.0,1,0
1535,North,5,25.0,1,0
1536,West,3,25.0,1,0
1537,Null,4,30.0,1,0
1538,Null,4,40.0,1,0
1539,East,3,40.0,1,0
1540,Null,4,40.0,1,0
1541,East,4,40.0,1,1
1542,Null,4,240.0,1,1
1543,East,4,50.0,1,0
1544,East,3,55.0,1,0
1545,East,4,60.0,1,1
1546,Null,4,70.0,1,0
1547,Null,3,70.0,1,0
1548,West,4,80.0,1,0
1549,West,4,80.0,1,0
1550,West,4,80.0,1,0
1551,West,4,80.0,1,0
1552,West,4,80.0,1,0
1553,West,4,80.0,1,0
1554,North,4,80.0,1,1
1555,West,3,85.0,1,0
1556,Null,3,85.0,1,1
1557,Null,4,100.0,1,1
1558,Null,4,100.0,1,1
1559,Null,4,100.0,1,0
1560,West,4,100.0,1,0
1561,West,3,100.0,1,0
1562,Null,4,100.0,1,0
1563,Null,4,100.0,1,0
1564,West,4,100.0,1,0
1565,East,5,100.0,1,0
1566,West,4,100.0,1,0
1567,West,4,100.0,1,0
1568,Null,4,100.0,1,0
1569,North,4,100.0,1,1
1570,Null,3,100.0,1,1
1571,Null,4,100.0,1,0
1572,Null,3,100.0,1,0
1573,East,4,100.0,1,0
1574,East,5,100.0,1,0
1575,Null,3,100.0,1,0
1576,Null,3,250.0,1,0
1577,East,3,250.0,1,1
1578,North,4,120.0,1,1
1579,Null,4,320.0,1,0
1580,North,5,175.0,1,0
1581,Null,5,125.0,1,0
1582,Null,5,125.0,1,0
1583,East,4,135.0,1,0
1584,East,3,135.0,1,0
1585,East,4,135.0,1,0
1586,West,4,140.0,1,0
1587,Null,5,140.0,1,0
1588,West,5,140.0,1,0
1589,West,5,140.0,1,1
1590,Null,3,145.0,1,0
1591,Null,5,150.0,1,0
1592,East,3,155.0,1,0
1593,East,4,160.0,1,0
1594,East,4,160.0,1,0
1595,East,4,360.0,1,0
1596,East,4,360.0,1,0
1597,East,4,360.0,1,0
1598,West,3,175.0,1,0
1599,Null,4,180.0,1,0
1600,East,3,180.0,1,0
1601,West,2,305.0,1,0
1602,North,5,250.0,1,1
1603,Null,4,200.0,1,0
1604,East,4,200.0,1,0
1605,West,4,200.0,1,0
1606,East,4,200.0,1,0
1607,East,4,200.0,1,0
1608,West,4,200.0,1,0
1609,Null,4,200.0,1,0
1610,North,3,350.0,1,0
1611,West,3,205.0,1,0
1612,East,4,210.0,1,1
1613,Null,3,220.0,1,1
1614,East,3,220.0,1,0
1615,East,3,230.0,1,0
1616,North,4,240.0,1,0
1617,East,5,250.0,1,0
1618,Null,5,250.0,1,0
1619,North,4,250.0,1,1
1620,Null,5,250.0,1,0
1621,West,5,250.0,1,0
1622,West,5,250.0,1,0
1623,West,5,250.0,1,1
1624,East,5,250.0,1,1
1625,Null,6,322.5,1,1
1626,West,4,250.0,1,0
1627,East,6,250.0,1,0
1628,Null,5,250.0,1,0
1629,East,6,250.0,1,1
1630,East,4,260.0,1,0
1631,East,4,260.0,1,0
1632,East,4,260.0,1,0
1633,East,4,270.0,1,1
1634,East,3,270.0,1,0
1635,West,3,275.0,1,0
1636,East,4,280.0,1,0
1637,East,4,280.0,1,0
1638,West,4,280.0,1,0
1639,East,4,280.0,1,0
1640,East,5,295.0,1,0
1641,East,3,295.0,1,0
1642,Null,5,295.0,1,0
1643,Null,4,297.0,1,0
1644,East,4,300.0,1,1
1645,East,4,300.0,1,1
1646,North,4,300.0,1,0
1647,East,4,300.0,1,1
1648,East,4,300.0,1,0
1649,West,4,300.0,1,0
1650,West,4,300.0,1,0
1651,East,4,300.0,1,1
1652,East,5,300.0,1,0
1653,East,5,350.0,1,1
1654,North,5,300.0,1,0
1655,North,5,300.0,1,0
1656,East,4,300.0,1,0
1657,East,4,300.0,1,1
1658,East,4,305.0,1,0
1659,East,4,305.0,1,0
1660,East,4,310.0,1,0
1661,East,5,315.0,1,0
1662,East,4,320.0,1,0
1663,Null,4,320.0,1,0
1664,West,4,520.0,1,1
1665,Null,4,520.0,1,0
1666,Null,4,520.0,1,0
1667,Null,4,520.0,1,0
1668,Null,4,330.0,1,0
1669,East,4,340.0,1,1
1670,East,5,350.0,1,0
1671,Null,4,352.0,1,0
1672,East,4,360.0,1,0
1673,West,4,560.0,1,0
1674,West,4,560.0,1,0
1675,East,4,395.0,1,1
1676,East,4,395.0,1,1
1677,North,5,600.0,1,0
1678,East,4,400.0,1,2
1679,East,4,400.0,1,0
1680,Null,5,400.0,1,1
1681,West,6,400.0,1,0
1682,West,4,400.0,1,0
1683,West,4,500.0,1,1
1684,East,5,400.0,1,0
1685,East,5,400.0,1,0
1686,East,5,400.0,1,0
1687,Null,4,400.0,1,1
1688,West,4,400.0,1,1
1689,Null,5,400.0,1,0
1690,West,4,450.0,1,0
1691,West,4,400.0,1,0
1692,Null,5,400.0,1,0
1693,East,5,650.0,1,1
1694,North,3,440.0,1,1
1695,North,3,440.0,1,1
1696,East,5,450.0,1,0
1697,East,5,700.0,1,0
1698,West,5,465.0,1,0
1699,East,5,475.0,1,0
1700,North,4,475.0,1,0
1701,West,4,480.0,1,0
1702,Null,4,485.0,1,0
1703,Null,5,500.0,1,1
1704,West,5,500.0,1,0
1705,West,5,500.0,1,0
1706,East,5,500.0,1,0
1707,East,5,500.0,1,0
1708,East,5,500.0,1,0
1709,East,4,500.0,1,0
1710,North,5,500.0,1,0
1711,Null,6,500.0,1,0
1712,Null,6,500.0,1,1
1713,Null,4,500.0,1,0
1714,North,4,500.0,1,1
1715,Null,6,550.0,1,1
1716,East,4,530.0,1,0
1717,East,6,600.0,1,0
1718,West,5,550.0,1,0
1719,West,5,550.0,1,0
1720,West,5,550.0,1,0
1721,West,4,550.0,1,0
1722,West,4,550.0,1,0
1723,West,4,550.0,1,0
1724,West,4,550.0,1,0
1725,West,4,550.0,1,0
1726,Null,5,575.0,1,0
1727,Null,5,575.0,1,0
1728,West,4,575.0,1,0
1729,Null,4,580.0,1,1
1730,East,4,595.0,1,0
1731,East,4,595.0,1,0
1732,East,5,600.0,1,0
1733,Null,4,600.0,1,0
1734,East,5,600.0,1,0
1735,West,4,600.0,1,0
1736,East,5,600.0,1,0
1737,East,4,600.0,1,1
1738,West,4,600.0,1,1
1739,East,4,300.0,1,0
1740,Null,5,615.0,1,0
1741,East,5,625.0,1,0
1742,East,5,625.0,1,0
1743,West,5,625.0,1,0
1744,East,4,625.0,1,0
1745,Null,4,625.0,1,0
1746,North,6,740.0,1,0
1747,North,6,740.0,1,0
1748,North,6,740.0,1,0
1749,East,4,650.0,1,0
1750,East,5,650.0,1,0
1751,North,4,650.0,1,0
1752,East,5,400.0,1,0
1753,East,5,400.0,1,0
1754,East,4,675.0,1,1
1755,East,6,700.0,1,0
1756,Null,5,700.0,1,0
1757,Null,4,700.0,1,0
1758,North,6,700.0,1,0
1759,East,4,700.0,1,1
1760,East,7,700.0,1,0
1761,East,5,715.0,1,0
1762,East,5,715.0,1,0
1763,East,5,715.0,1,0
1764,East,5,745.0,1,0
1765,West,5,750.0,1,0
1766,Null,5,750.0,1,0
1767,West,5,755.0,1,0
1768,East,5,775.0,1,0
1769,East,5,780.0,1,0
1770,West,2,785.0,1,0
1771,North,7,795.0,1,0
1772,East,5,795.0,1,0
1773,Null,5,795.0,1,0
1774,East,4,795.0,1,0
1775,North,5,800.0,1,1
1776,North,3,400.0,1,1
1777,North,4,800.0,1,0
1778,East,5,550.0,1,1
1779,North,5,550.0,1,0
1780,East,4,830.0,1,0
1781,Null,5,850.0,1,0
1782,East,5,600.0,1,0
1783,East,5,860.0,1,0
1784,Null,5,865.0,1,0
1785,East,5,865.0,1,0
1786,Null,7,875.0,1,0
1787,East,5,875.0,1,0
1788,North,7,875.0,1,0
1789,West,5,875.0,1,1
1790,West,4,880.0,1,0
1791,Null,6,680.0,1,0
1792,Null,6,680.0,1,0
1793,East,5,900.0,1,0
1794,East,6,450.0,1,0
1795,West,7,900.0,1,1
1796,North,5,500.0,1,1
1797,West,3,930.0,1,0
1798,North,5,925.0,1,0
1799,North,5,925.0,1,0
1800,East,5,940.0,1,1
1801,East,4,950.0,1,0
1802,West,5,950.0,1,1
1803,East,5,960.0,1,0
1804,East,5,975.0,1,0
1805,Null,4,725.0,1,0
1806,Null,5,980.0,1,0
1807,East,4,985.0,1,1
1808,East,4,985.0,1,1
1809,East,4,985.0,1,1
1810,East,4,985.0,1,1
1811,East,4,985.0,1,1
1812,North,6,0.0,1,0
1813,Null,5,0.0,1,1
1814,North,7,0.0,1,0
1815,East,5,25.0,1,0
1816,East,6,35.0,1,0
1817,East,5,65.0,1,0
1818,East,5,65.0,1,0
1819,East,5,65.0,1,0
1820,North,7,75.0,1,0
1821,West,5,80.0,1,0
1822,North,5,80.0,1,1
1823,West,5,350.0,1,1
1824,East,5,100.0,1,1
1825,East,5,100.0,1,1
1826,East,5,100.0,1,0
1827,East,5,100.0,1,0
1828,Null,5,350.0,1,0
1829,Null,5,100.0,1,1
1830,Null,5,100.0,1,1
1831,East,5,350.0,1,0
1832,East,5,350.0,1,0
1833,East,5,350.0,1,0
1834,East,5,125.0,1,0
1835,East,5,125.0,1,0
1836,East,5,425.0,1,0
1837,North,7,500.0,1,1
1838,North,7,500.0,1,1
1839,Null,7,500.0,1,0
1840,West,6,180.0,1,0
1841,East,4,180.0,1,1
1842,East,6,480.0,1,0
1843,East,5,205.0,1,1
1844,East,6,540.0,1,0
1845,West,5,250.0,1,0
1846,North,5,462.5,1,0
1847,Null,5,250.0,1,1
1848,East,5,250.0,1,0
1849,Null,5,500.0,1,0
1850,Null,5,275.0,1,1
1851,East,6,600.0,1,0
1852,North,6,600.0,1,0
1853,North,6,600.0,1,0
1854,East,5,325.0,1,0
1855,Null,6,360.0,1,0
1856,East,6,660.0,1,1
1857,East,6,660.0,1,1
1858,West,5,287.5,1,0
1859,West,5,287.5,1,0
1860,East,5,400.0,1,0
1861,East,6,220.0,1,0
1862,West,6,220.0,1,0
1863,Null,6,220.0,1,0
1864,North,6,220.0,1,0
1865,East,5,425.0,1,0
1866,North,5,312.5,1,0
1867,West,5,435.0,1,0
1868,East,6,250.0,1,1
1869,Null,6,600.0,1,0
1870,Null,5,500.0,1,0
1871,Null,5,500.0,1,0
1872,Null,5,500.0,1,0
1873,East,5,250.0,1,0
1874,West,7,500.0,1,0
1875,East,5,700.0,1,0
1876,East,5,700.0,1,1
1877,East,6,340.0,1,0
1878,East,6,565.0,1,0
1879,North,3,570.0,1,0
1880,East,5,590.0,1,0
1881,Null,7,600.0,1,0
1882,East,6,600.0,1,1
1883,Null,6,600.0,1,0
1884,East,5,350.0,1,0
1885,East,6,630.0,1,0
1886,North,6,725.0,1,0
1887,Null,5,780.0,1,0
1888,West,4,820.0,1,0
1889,East,5,845.0,1,1
