location_name_shorthand,beds,baths,price,Furnished,Parking,Laundry
North,2,2,0,Yes,Yes,
North,2,2,0,Yes,Yes,
North,4,3,0,Yes,Yes,
North,1,1,0,Yes,Yes,
North,3,2,0,Yes,Yes,
East,4,2,1900,,,
East,3,1,1590,,,
East,2,1,949,No,No,building
East,2,1,949,No,No,building
East,2,1,949,No,No,building
East,2,1,999,No,No,building
East,2,1,1200,No,No,building
East,2,1,949,No,No,building
East,2,1,999,No,No,building
East,2,1,1049,No,No,building
East,2,1,999,No,No,building
East,2,1,999,No,No,building
East,2,1,1049,No,No,building
East,Studio,1,649,No,No,building
East,2,1,1200,No,No,building
East,2,1,999,No,No,building
East,2,1,1200,No,No,building
East,2,1,969,No,No,building
East,2,1,1069,No,No,building
East,2,1,999,No,No,building
Null,4,1,2200,No,No,building
West,1,1,0,No,No,
West,1,1,0,No,No,
East,3,2,1930,No,No,unit
East,5,2,None,No,No,unit
East,3,1,1975,No,No,unit
East,3,1,1975,No,No,unit
East,3,1,1975,No,No,unit
East,5,1,2450,No,No,unit
East,3,1,1975,No,No,unit
East,3,1,1975,No,No,unit
East,4,1,2225,No,No,unit
Null,4,1.5,2000,No,No,
Null,4,1,2100,No,No,
Null,9,4,0,No,No,
Null,10,4,0,No,No,
East,2,1,920,No,No,unit
East,2,1,940,No,No,unit
West,5,2,2300,No,No,
Null,7,3,0,No,No,
East,6,2,0,No,No,
West,4,2,None,No,No,building
West,4,2,None,No,No,building
Null,5,1,0,No,No,
Null,3,2,1200,No,No,building
Null,6,3,0,No,No,
West,5,3,3000,No,No,building
East,6,2,0,No,No,
East,7,2,0,No,No,
Null,1,4.5,0,No,No,
Null,1,4.5,0,No,No,
West,5,2,3500,,,
Null,8,3,3500,No,No,
East,4,2,0,No,No,
East,2,1,960,No,Yes,building
East,6,2,3500,No,No,
East,5,2,0,No,No,
East,6,2,0,No,No,
Null,5,4,4700,No,No,unit
Null,4,2.5,0,No,No,
Null,5,2.5,0,No,No,
East,2,1,960,No,Yes,building
West,5,1,1900,No,Yes,building
West,5,1,1900,No,Yes,building
West,5,1,2000,No,Yes,building
East,2,2,0,No,No,
East,4,2,0,No,No,
Null,4,2,2200,No,No,unit
Null,3,1,1050,No,No,
East,2,1,1150,No,Yes,unit
West,5,1,2465,No,No,unit
West,5,1,2315,No,No,unit
West,5,1,2720,No,No,unit
West,4,1,2100,No,No,unit
West,5,1,2720,No,No,unit
Null,2,1,0,No,Yes,unit
Null,4,1,0,No,Yes,unit
East,5,2,2300,,,
West,5,2,3250,No,No,
Null,1,1,720,No,Yes,building
Null,2,2,995,No,Yes,building
West,Studio,1,545,No,No,building
West,Studio,1,545,No,No,building
West,Studio,1,545,No,No,building
West,Studio,1,565,No,No,building
West,Studio,1,545,No,No,building
West,Studio,1,579,No,No,building
West,Studio,1,565,No,No,building
West,Studio,1,565,No,No,building
West,Studio,1,575,No,No,building
West,Studio,1,585,No,No,building
West,Studio,1,575,No,No,building
West,Studio,1,555,No,No,building
West,Studio,1,545,No,No,building
West,Studio,1,555,No,No,building
West,Studio,1,545,No,No,building
West,Studio,1,565,No,No,building
West,Studio,1,599,No,No,building
West,Studio,1,565,No,No,building
West,Studio,1,565,No,No,building
West,Studio,1,565,No,No,building
West,Studio,1,565,No,No,building
West,Studio,1,565,No,No,building
West,Studio,1,585,No,No,building
West,Studio,1,585,No,No,building
West,Studio,1,599,No,No,building
South,1,1,875,No,No,building
South,2,1,1099,No,No,building
South,1,1,949,No,No,building
East,7,2,550,No,No,unit
Null,6,3,3600,,,
East,5,2,0,No,No,unit
West,4,2,2200,No,No,
Null,4,3,0,No,No,
Null,6,3,525,No,No,
East,Studio,1,699,No,Yes,building
Null,6,3,0,No,No,
Null,2,1,0,No,No,building
Null,4,1,0,No,No,building
South,2,1,1399,,,
East,1,1,0,No,No,
East,5,1,2600,No,No,unit
East,5,1,2600,No,No,unit
East,5,1,2650,No,No,unit
East,5,1,2700,No,No,unit
Null,5,1,0,No,No,
East,6,2,4200,,,
North,2,1,999,No,Yes,building
Null,6,1,0,No,No,
Null,5,1,0,No,No,
East,18,1,0,No,No,
West,8,1,0,No,No,
West,9,1,0,No,No,
West,8,1,0,No,No,
East,Studio,1,None,Yes,No,building
East,2,1,1080,Yes,No,building
East,9,3,0,No,No,
East,4,1.5,2000,,,
East,3,1.5,1800,,,
East,6,2,4800,No,No,
East,6,2,4800,No,No,
Null,2,1,1200,No,Yes,unit
Null,4,2,2400,No,Yes,unit
Null,5,2,3000,No,Yes,unit
Null,5,2,3350,No,Yes,unit
Null,6,2,3600,No,Yes,unit
West,4,2,1800,No,No,building
North,1,1,805,No,No,
North,2,1,750,No,No,
West,3,1,1440,No,No,unit
East,2,1,1060,No,No,building
Null,4,3,2040,No,No,unit
Null,4,3,2200,No,No,unit
Null,2,1,1895,No,No,unit
Null,2,1,1395,No,No,unit
Null,1,1,1395,No,No,unit
West,1,1,599,No,No,building
East,2,1,1120,No,No,
East,5,1,2100,No,No,building
Null,2,1,0,No,No,building
Null,4,1,0,No,No,building
East,8,3,0,No,No,
East,9,3,0,No,No,
Null,1,1,0,No,No,
Null,5,2,2650,No,No,
East,6,3,4900,No,No,
Null,3,1,500,No,No,
North,1,1,699,No,No,building
North,1,1,699,No,No,building
North,Studio,1,599,No,No,building
North,Studio,1,599,No,No,building
North,1,1,699,No,No,building
North,Studio,1,649,No,No,building
North,1,1,825,No,No,building
North,Studio,1,575,No,No,building
Null,2,1,0,,,
Null,4,1,0,,,
West,3,1,0,No,No,
Null,4,3,3600,No,Yes,building
West,4,1,0,No,No,
East,4,1,1650,No,No,
East,4,1,1650,No,No,
East,3,1,1795,No,No,
East,3,1,1795,No,No,
East,4,1,1950,No,No,
East,4,1,1950,No,No,
East,4,1,1950,No,No,
East,4,1,1950,No,No,
East,4,1,1950,No,No,
East,4,1,1950,No,No,
North,3,1,1600,No,No,
North,3,1,2000,No,No,
East,1,1,640,No,No,building
East,2,1,950,No,No,building
East,4,2,1740,No,No,building
North,1,1,695,,,
North,1,1,849,No,No,
Null,11,4,0,No,No,
Null,13,4,0,No,No,
East,Studio,1,725,No,No,building
East,2,1,999,No,No,unit
Null,4,1,0,No,No,
Null,6,3,0,No,No,
Null,7,3,0,No,No,
East,5,2,3415,No,Yes,unit
East,5,2,3415,No,Yes,unit
East,3,2,2040,No,Yes,unit
East,5,0,3570,No,Yes,unit
Null,2,2,0,No,No,
Null,4,2,0,No,No,
Null,1,1,None,No,No,
Null,3,1,1590,No,Yes,
North,8,4,3200,No,No,
East,6,2,2400,,,
West,2,1,0,No,No,
West,1,1,None,No,No,
East,3,3,2400,No,No,unit
Null,3,2,1485,No,No,building
Null,3,2,1650,No,No,building
Null,3,2,1650,No,No,building
Null,3,2,1485,No,No,building
Null,3,2,1800,No,No,building
Null,3,2,1550,No,No,building
East,1,1,950,No,No,
East,2,1,0,Yes,No,building
East,5,2,2975,Yes,No,building
East,2,1,1575,Yes,No,building
East,5,1,3125,Yes,No,building
East,2,1,1540,Yes,No,building
East,5,1,3065,Yes,No,building
East,5,1,3125,Yes,No,building
East,5,1,3125,Yes,No,building
East,2,1,1540,Yes,No,building
East,5,1,3065,Yes,No,building
East,5,1,3125,Yes,No,building
East,2,1,1540,Yes,No,building
East,2,1,1540,Yes,No,building
East,5,1,3125,Yes,No,building
East,5,1,3125,Yes,No,building
East,2,1,1180,No,Yes,building
Null,5,3,4000,No,No,
East,3,1,0,No,No,
East,3,1,0,No,No,
East,3,1,0,No,No,
East,3,1,0,No,No,
Null,1,1,1200,No,No,
West,5,3,3400,No,No,
West,4,2,2400,No,No,building
Null,3,2,0,No,No,
Null,4,2,0,No,No,
Null,2,1,0,No,No,building
Null,4,1,0,No,No,building
Null,5,2,3300,No,No,
East,6,3,0,No,No,
East,7,3,0,No,No,
East,1,1,849,No,No,unit
East,1,1,999,No,No,unit
West,4,2,2040,No,No,building
West,4,2,2040,No,Yes,building
Null,7,2,0,No,No,
West,1,1,720,No,No,
East,4,1,0,No,No,
East,2,1,970,No,No,unit
East,3,1,1400,No,No,unit
Null,4,3,0,No,No,
Null,5,3,500,No,No,
Null,3,1,0,No,No,
Null,4,1,0,No,No,
North,5,2,2250,No,No,building
North,5,2,2250,No,No,building
East,5,1,2690,No,No,unit
East,5,1,2770,No,No,unit
East,4,1,2310,No,No,unit
East,4,1,0,No,No,unit
East,5,1,2370,No,No,unit
East,5,1,2575,No,No,unit
East,4,1,2310,No,No,unit
East,5,1,2600,No,No,unit
Null,2,2,0,No,No,
Null,4,2,0,No,No,
East,3,1,1499,No,No,
West,7,4,4500,No,Yes,building
Null,1,1,775,No,No,building
West,4,1,2100,No,No,building
Null,9,2,0,No,No,
Null,1,1,610,No,No,
West,1,1,615,No,No,building
West,1,1,615,No,No,building
Null,2,1,999,No,Yes,unit
Null,3,3,0,No,No,
Null,5,3,0,No,No,
East,4,2,2200,No,No,building
East,4,2,2200,No,No,building
East,4,2,2200,No,No,building
East,4,2,2480,No,No,building
East,4,2,2200,No,No,building
West,6,2,4200,No,No,
West,6,2,3900,No,No,
Null,2,1,1150,No,No,
Null,2,1,1100,No,No,building
East,3,1,1530,No,Yes,
East,3,1,1530,No,Yes,
West,6,1,0,No,No,
North,4,2,0,No,No,
North,5,2,0,No,No,
East,4,2,3200,,,
East,4,2,3200,,,
South,1,1,680,No,No,unit
Null,1,1,1130,No,Yes,building
Null,2,2,1720,No,Yes,building
Null,3,2,2200,No,No,building
Null,1,1,1500,No,No,building
East,3,3,0,No,No,
East,5,3,0,No,No,
West,Studio,1,0,No,No,
West,Studio,1,0,No,No,
East,5,3,0,No,No,
East,6,3,0,No,No,
East,2,1,375,No,No,building
East,2,1,375,No,No,building
East,2,1,375,No,No,building
East,2,1,375,No,No,building
East,2,1,375,No,No,building
East,2,1,375,No,No,building
East,3,1,375,No,No,building
East,3,1,375,No,No,building
East,3,1,375,No,No,building
East,3,1,375,No,No,building
East,3,1,375,No,No,building
East,3,1,375,No,No,building
East,4,1,0,No,No,building
East,4,1,0,No,No,building
East,4,1,0,No,No,building
East,4,1,0,No,No,building
East,4,1,0,No,No,building
East,4,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,3,1,0,No,No,building
East,3,1,0,No,No,building
East,3,1,0,No,No,building
East,3,1,0,No,No,building
East,3,1,0,No,No,building
East,3,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
East,2,1,0,No,No,building
Null,1,1,825,No,No,
Null,1,1,649,No,No,
Null,1,1,799,No,No,
Null,1,1,725,No,No,
East,6,2,2800,,,
West,6,1,0,No,No,
East,10,2.5,0,No,No,
East,11,2.5,0,No,No,
Null,2,1,1000,No,No,unit
Null,2,1,1200,No,No,unit
Null,2,1,1300,No,No,unit
Null,2,1,1120,No,No,unit
Null,2,1,1350,No,No,unit
East,1,1,575,Yes,No,building
East,1,1,575,Yes,No,building
East,1,1,550,Yes,No,building
East,1,1,625,Yes,No,building
East,1,1,625,Yes,No,building
East,1,1,625,Yes,No,building
East,1,1,675,Yes,No,building
East,1,1,825,Yes,No,building
East,2,1,900,No,No,unit
West,4,2,2000,No,No,building
West,4,1.5,0,No,No,
North,1,1,0,No,No,
Null,5,1,0,No,No,
Null,3,1,1500,No,No,
Null,2,1,899,No,No,
Null,2,1,1049,No,No,
East,6,2,3150,No,No,unit
East,1,1,675,No,Yes,building
East,1,1,675,No,Yes,building
East,1,1,675,No,Yes,building
East,1,1,675,No,Yes,building
East,1,1,630,No,Yes,building
East,1,1,675,No,Yes,building
East,1,1,675,No,Yes,building
East,1,1,675,No,Yes,building
East,5,2,2500,No,Yes,unit
East,2,1,1020,No,No,building
East,2,1,1150,No,No,building
East,Studio,None,None,No,No,building
East,3,1,2180,No,No,unit
East,5,1,3370,No,No,unit
East,5,1,3400,No,No,unit
East,3,1,2040,No,No,unit
East,3,1,2085,No,No,unit
East,3,1,1400,No,No,unit
East,3,1,1450,No,No,unit
West,6,1,0,No,No,
West,4,2,3400,No,No,unit
East,6,2,4800,No,No,
East,6,2,4500,No,No,building
East,2,1,1049,No,No,building
East,2,1,1049,No,No,building
East,2,1,1049,No,No,building
East,2,1,1049,No,No,building
East,2,1,1149,No,No,building
East,4,3,2180,Yes,Yes,
Null,Studio,1,1275,No,No,
Null,1,1,1375,No,No,
Null,Studio,1,1150,No,No,
Null,2,2,1740,No,No,
Null,2,2,1700,No,No,
Null,Studio,1,1150,No,No,
Null,Studio,1,1345,No,No,
Null,Studio,1,1075,No,No,
West,5,2,0,No,No,building
Null,5,3,3750,No,No,
Null,5,3,3750,No,No,
East,10,3.5,0,No,No,
East,11,3.5,0,No,No,
East,3,1,1590,No,Yes,building
East,4,2,1700,No,Yes,building
East,5,2,2600,No,Yes,building
East,5,2,4650,No,No,unit
East,6,3,0,No,No,
East,7,3,0,No,No,
West,6,1,0,No,No,
East,5,2,0,No,No,
East,6,2,0,No,No,
Null,5,1,2960,No,No,building
Null,5,1,2960,No,No,building
Null,5,2,2225,No,No,unit
Null,5,2,2225,No,No,unit
East,1,1,600,No,No,building
East,2,1,850,No,No,building
Null,Studio,1,0,No,No,
Null,2,1,1350,No,No,building
Null,2,1,1350,No,No,building
Null,2,1,999,No,No,building
Null,2,1,1350,No,No,building
Null,2,1,1350,No,No,building
Null,2,1,1350,No,No,building
Null,2,1,999,No,No,building
Null,2,1,1200,No,No,building
Null,2,1,999,No,No,building
East,6,2,4650,No,No,
Null,2,1,1050,No,No,building
Null,15,3,0,No,No,
Null,1,1,949,No,No,unit
Null,3,2,1299,No,No,unit
Null,2,2,1149,No,No,unit
Null,2,1,1100,No,No,building
Null,2,1,1100,No,No,building
Null,2,1,1000,No,No,building
Null,2,1,1100,No,No,building
Null,2,1,1300,No,No,building
Null,2,1,1000,No,No,building
Null,2,1,1020,No,No,building
Null,2,1,1100,No,No,building
Null,2,1,1100,No,No,building
Null,2,1,1100,No,No,building
Null,2,1,1100,No,No,building
Null,2,1,1200,No,No,building
Null,2,1,1200,No,No,building
Null,2,1,1100,No,No,building
Null,2,1,1200,No,No,building
Null,4,1.5,0,No,No,
East,6,2,0,No,No,
West,1,1,0,No,No,
Null,4,1.5,0,No,No,
Null,5,1.5,0,No,No,
West,2,1,0,No,No,
West,2,1,0,No,No,
West,3,1,0,No,No,
West,3,1,995,No,No,
East,5,2,2800,No,No,unit
East,5,2,3000,No,No,unit
East,4,1,1900,No,No,unit
East,4,1,1900,No,No,unit
Null,5,2,3000,No,No,building
Null,5,1,3150,No,No,unit
East,6,2,0,No,No,
East,15,3.5,0,No,No,
East,16,3.5,0,No,No,
East,3,1,1450,No,No,building
East,3,1,1450,No,No,building
East,3,1,1450,No,No,building
East,3,1,1650,No,No,building
East,2,1,1099,No,No,building
East,3,1,1500,No,No,building
East,3,1,1550,No,No,building
East,3,1,1675,No,No,building
East,3,1,1450,No,No,building
East,3,1,1450,No,No,building
East,3,1,1450,No,No,building
East,3,1,1675,No,No,building
East,2,1,1149,No,No,building
East,2,1,975,No,No,building
West,3,1,1440,No,No,unit
West,1,1,800,No,No,building
West,2,1,1150,No,No,building
East,6,4,0,No,No,
Null,1,1,0,,,
Null,4,2,0,No,Yes,
East,3,1,1395,No,No,unit
North,6,2,2400,No,No,unit
East,4,2,400,No,No,
Null,4,2,0,No,Yes,unit
Null,3,1,1944,No,Yes,unit
Null,1,1,899,No,No,
Null,2,1,0,No,No,building
Null,4,1,0,No,No,building
Null,3,1,400,No,No,building
East,4,1,0,No,No,building
East,6,2,4800,No,No,unit
Null,4,2,0,No,No,
North,2,2,1150,Yes,Yes,building
North,2,2,1150,Yes,Yes,building
North,3,3,955,Yes,Yes,building
North,3,3,950,Yes,Yes,building
North,3,3,1010,Yes,Yes,building
North,4,4,905,Yes,Yes,building
North,4,4,895,Yes,Yes,building
North,4,4,890,Yes,Yes,building
North,1,1,1475,Yes,Yes,building
Null,2,1,0,No,No,
Null,4,1,0,No,No,
Null,3,1,400,No,No,
North,1,1,799,No,No,building
North,Studio,1,599,No,No,building
North,1,1,725,No,No,building
North,1,1,749,No,No,building
North,1,1,699,No,No,building
North,1,1,725,No,No,building
North,1,1,749,No,No,building
North,Studio,1,599,No,No,building
North,1,1,775,No,No,building
North,1,1,759,No,No,building
North,1,1,799,No,No,building
North,1,1,599,No,No,building
North,1,1,799,No,No,building
North,1,1,595,No,No,building
East,4,1,2050,No,No,
Null,10,3,0,No,No,
Null,11,3,0,No,No,
East,2,1,0,No,No,
East,8,2,0,No,No,
Null,2,1,999,No,No,
Null,2,1,1049,No,No,
Null,3,1,1500,No,No,
West,4,1,0,No,No,
East,6,2,0,No,No,
East,7,2,0,No,No,
Null,4,1,2200,No,No,
West,1,1,0,No,No,
West,2,2,0,No,No,
West,1,1,0,No,No,
West,2,2,0,No,No,
West,1,1,0,No,No,
West,2,2,0,No,No,
West,1,1,0,No,No,
West,2,2,0,No,No,
West,1,1,0,No,No,
West,2,2,0,No,No,
West,Studio,1,0,No,No,
West,2,2,0,No,No,
West,1,1,0,No,No,
West,1,1,0,No,No,
West,2,2,0,No,No,
West,1,1,0,No,No,
West,2,2,0,No,No,
West,1,1,0,No,No,
West,2,2,0,No,No,
West,1,1,0,No,No,
West,1,1,0,No,No,
West,1,1,0,No,No,
West,1,1,0,No,No,
West,Studio,1,0,No,No,
West,1,1,0,No,No,
West,1,1,0,No,No,
West,1,1,0,No,No,
West,1,1,0,No,No,
West,1,1,0,No,No,
West,1,1,0,No,No,
West,1,1,0,No,No,
West,1,1,0,No,No,
West,1,1,0,No,No,
West,1,1,0,No,No,
West,1,1,0,No,No,
East,5,1,2875,No,No,
East,5,1,2975,No,No,
West,12,1,0,No,No,
Null,10,3,0,No,No,
East,5,1,525,No,No,
East,1,1,525,No,No,
East,5,2,525,No,No,
Null,4,1,2360,No,Yes,unit
Null,2,1,0,No,No,building
Null,4,1,0,No,No,building
Null,3,1,400,No,No,building
Null,4,3,0,No,No,
Null,5,3,0,No,No,
Null,4,2,1800,No,Yes,unit
Null,4,2,1800,No,Yes,unit
Null,3,1,1470,No,Yes,unit
Null,3,1,1470,No,Yes,unit
West,1,1,0,No,No,
East,1,1,600,No,Yes,building
East,1,1,600,No,Yes,building
East,2,1,880,No,Yes,building
East,2,1,880,No,Yes,building
West,4,1,0,No,No,unit
West,8,1,0,No,No,unit
East,6,2,3800,No,No,unit
West,6,1,0,,,
East,3,1,1500,,,
