location,beds,price,baths,location_sector,parking,laundry,furnished
West,2,1040,1,Southwest,No,unit,No
North,1,1040,1,Southwest,No,unit,No
Null,2,1050,1,Northeast,No,None,No
Null,2,1050,1,Central,No,building,No
East,2,1050,1,Central,Yes,building,Yes
Null,2,1050,1,Central,No,building,No
East,2,1050,1,Northeast,No,building,No
Null,2,1080,1,Northeast,No,building,No
Null,2,1050,1,Southwest,No,None,No
North,2,1050,1,Central,No,building,No
Null,1,1050,1,Northwest,No,unit,No
Null,2,1060,1,Central,No,building,No
Null,2,1060,1,Central,No,building,No
East,2,1060,1,Northeast,No,building,No
East,2,1060,1,Northeast,No,building,No
East,2,1060,1,Central,Yes,building,Yes
East,2,1060,1,Central,No,building,No
East,2,1060,1,Central,No,building,No
East,2,1060,1,Central,No,building,No
West,0,1065,1,Northwest,No,building,No
West,2,1065,1,Northwest,No,building,No
West,2,1065,1,Northwest,No,building,No
West,2,1065,1,Northwest,No,building,No
West,2,1065,1,Northwest,No,building,No
West,2,1065,1,Northwest,No,building,No
West,2,1065,1,Northwest,No,unit,No
West,2,1065,1,Northwest,No,unit,No
West,2,1065,1,Northwest,No,unit,No
West,2,1065,1,Northwest,No,unit,No
West,2,1065,1,Northwest,No,unit,No
West,2,1065,1,Northwest,No,unit,No
West,2,1065,1,Northwest,No,None,No
West,2,1065,1,Northwest,No,None,No
West,2,825,1,Northwest,No,unit,No
West,2,1065,1,Northwest,No,unit,No
West,2,1065,1,Northwest,No,unit,No
West,2,1065,1,Northwest,No,unit,No
West,2,1065,1,Northwest,No,unit,No
West,2,1065,1,Northwest,No,unit,No
West,2,1065,1,Northwest,No,unit,No
West,2,1065,1,Northwest,No,building,No
West,2,1065,1,Northwest,No,building,No
West,2,1065,1,Northwest,No,building,No
West,2,1065,1,Northwest,No,building,No
West,2,1065,1,Northwest,No,building,No
West,2,1065,1,Northwest,No,building,No
West,2,1065,1,Northwest,No,building,No
West,2,1065,1,Northwest,No,building,No
East,3,1200,3,Central,No,unit,No
East,2,1075,1,Northeast,No,None,No
East,2,1080,1,Central,No,building,No
Null,2,1095,1,Southeast,No,unit,No
Null,3,1099,1,Southwest,No,unit,No
Null,3,1299,1,Southeast,No,building,No
West,3,1199,1,Southwest,No,None,No
West,3,1195,1,Southwest,No,building,No
West,3,1199,1,Southwest,No,None,No
North,3,1100,1,Northwest,No,building,No
Null,2,1100,1,None,No,building,No
Null,2,1100,1,Southwest,No,unit,No
Null,2,1100,1,Northeast,No,unit,No
East,2,1100,1,Southeast,No,unit,No
East,2,1100,1,Central,No,building,No
East,2,1100,1,Northeast,No,building,No
East,2,1100,1,Central,Yes,None,Yes
East,2,1100,1,Central,No,building,No
East,2,1100,1,Central,No,building,No
East,2,1100,1,Central,No,building,No
East,2,1100,1,Northeast,No,unit,No
West,2,1100,1,Northwest,No,unit,No
East,2,1100,1,Central,Yes,None,Yes
Null,2,1100,1,Central,No,building,No
East,2,1100,1,Central,No,building,No
East,2,1100,1,Northeast,No,unit,No
West,1,1100,1,None,No,unit,No
West,1,1100,1,None,No,unit,No
West,1,1100,1,None,No,unit,No
Null,2,1300,1,Central,Yes,building,Yes
Null,2,1300,1,Central,Yes,building,Yes
Null,2,1300,1,Central,Yes,building,Yes
Null,2,1300,1,Central,Yes,building,Yes
West,2,1300,1,Northwest,Yes,building,Yes
West,2,1300,1,Northwest,Yes,unit,Yes
West,2,1300,1,Northwest,Yes,building,Yes
West,2,1300,1,Northwest,Yes,building,Yes
East,2,1110,1,Northeast,No,unit,No
West,2,1110,1,Northwest,No,building,No
East,2,1120,1,Northeast,No,unit,No
East,2,1120,1,Central,Yes,building,Yes
Null,3,1125,1,Southeast,No,building,No
Null,4,1125,1,Northeast,No,unit,No
Null,3,1125,1,Northwest,No,unit,No
East,2,1125,1,Southeast,No,building,No
West,2,1135,1,Northwest,No,None,No
West,2,1135,1,Northwest,No,None,No
West,2,1135,1,Northwest,No,None,No
East,2,1160,1,Northeast,No,unit,No
Null,2,1340,1,Central,Yes,building,Yes
Null,2,1340,1,Central,Yes,building,Yes
Null,2,1340,1,Central,Yes,building,Yes
Null,2,1340,1,Central,Yes,building,Yes
Null,2,1340,1,Central,Yes,building,Yes
West,2,1149,1,Northwest,No,unit,No
West,2,1150,1,Northwest,No,building,No
North,2,1175,2,Southeast,No,unit,No
North,2,1175,2,Southeast,No,unit,No
Null,2,1150,2,Northeast,No,unit,No
East,2,1155,1,Southeast,No,building,No
East,2,1155,1,Southeast,No,building,No
West,2,1160,1,Northwest,Yes,building,Yes
East,2,1160,1,Northeast,No,unit,No
West,2,1360,1,Northwest,Yes,building,Yes
West,2,1360,1,Northwest,Yes,building,Yes
West,2,1360,1,Northwest,Yes,building,Yes
West,2,1360,1,Northwest,Yes,building,Yes
West,2,1360,1,Northwest,Yes,building,Yes
West,2,1360,1,Northwest,Yes,building,Yes
West,2,1360,1,Northwest,Yes,building,Yes
West,2,1360,1,Northwest,Yes,building,Yes
West,2,1360,1,Northwest,Yes,building,Yes
West,2,1360,1,Northwest,Yes,building,Yes
Null,1,1700,1,Grandview,No,unit,No
North,2,1165,1,Central,No,unit,No
East,2,1205,2,Central,No,unit,No
Null,1,1300,1,Grandview,No,unit,No
Null,1,1179,1,Grandview,No,unit,No
East,2,1180,1,Northeast,No,unit,No
East,2,1180,1,Central,Yes,building,Yes
East,2,1180,1,Central,Yes,building,Yes
East,2,1180,1,Central,Yes,building,Yes
West,2,1220,1,Northwest,No,unit,No
Null,2,1190,1,Central,No,unit,No
Null,2,1195,1,Victorian,No,building,No
West,2,1195,1,Southwest,No,unit,No
Null,2,1195,1,Central,No,unit,No
North,1,1199,1,Southeast,Yes,unit,Yes
East,3,1200,1,Northeast,No,building,No
West,2,1440,1,Southwest,Yes,unit,Yes
West,2,1200,1,Northwest,No,unit,No
East,2,1200,1,Northeast,No,unit,No
Null,2,1200,1,Southwest,No,building,No
Null,2,1200,1,Central,Yes,building,Yes
West,2,1200,1,Southwest,No,unit,No
East,2,1230,2,Central,No,unit,No
West,1,1200,1,Northwest,No,building,No
North,3,1200,1,Northeast,No,unit,No
West,3,1200,1,Northwest,No,unit,No
Null,2,1200,1,Central,No,None,No
Null,1,1200,2,Southwest,No,building,No
Null,3,1200,1,Southwest,No,building,No
East,3,1200,1,Central,No,building,No
North,2,1200,1,Central,No,building,No
East,2,1200,1,Northeast,No,building,No
Null,3,1200,1,Central,No,unit,No
West,2,1205,1,Northwest,Yes,building,Yes
Null,2,1220,1,Southeast,No,unit,No
Null,2,1220,1,Southeast,No,unit,No
Null,2,1220,1,Southeast,No,unit,No
Null,2,1220,1,Southeast,No,unit,No
East,2,1240,2,Central,No,unit,No
Null,2,1225,1,Northeast,Yes,building,Yes
North,1,1439,1,Southeast,Yes,unit,Yes
East,2,1230,1,Northeast,No,None,No
East,2,1230,1,Northeast,No,None,No
East,2,1230,1,Northeast,No,None,No
East,2,1230,1,Northeast,No,None,No
East,2,1230,1,Northeast,No,None,No
East,2,1230,1,Northeast,No,None,No
East,2,1230,1,Northeast,No,None,No
East,2,1230,1,Northeast,No,None,No
East,2,1230,1,Northeast,No,unit,No
East,2,1230,1,Northeast,No,None,No
East,2,1230,1,Northeast,No,unit,No
East,2,1230,1,Northeast,No,None,No
East,2,1230,1,Northeast,No,unit,No
East,2,1230,1,Northeast,No,unit,No
East,2,1235,1,Central,Yes,building,Yes
East,2,1235,1,Central,Yes,building,Yes
Null,2,1240,1,Central,No,unit,No
West,2,1240,1,Northwest,No,unit,No
East,2,1240,1,Northeast,No,unit,No
East,2,1240,1,Northeast,No,unit,No
North,3,1240,1,Southwest,No,None,No
North,3,1240,1,Southwest,No,None,No
East,3,1250,1,Northeast,No,building,No
West,2,1250,1,Southwest,No,unit,No
East,2,1270,1,Northeast,No,building,No
Null,3,1250,1,Northeast,No,None,No
West,2,1250,1,Southwest,No,unit,No
Null,2,1250,1,Southeast,No,unit,No
North,2,1250,1,Northeast,No,building,No
West,1,1250,1,None,No,unit,No
West,1,1250,1,None,No,unit,No
Null,3,1250,1,Northeast,No,unit,No
West,1,1250,1,None,No,unit,No
West,2,1250,1,Northwest,No,unit,No
East,3,1250,1,Northeast,No,None,No
Null,3,1250,1,Northeast,No,unit,No
North,2,1265,2,Northwest,No,unit,No
North,2,1265,2,Northeast,No,unit,No
West,2,1265,1,Southwest,No,unit,No
West,2,1265,1,Southwest,No,unit,No
West,2,1265,1,Southwest,No,unit,No
West,2,1265,1,Southwest,No,unit,No
West,3,1275,1,Southwest,No,unit,No
North,2,1285,1,Northeast,No,building,No
North,2,1285,1,Northeast,No,building,No
West,1,1285,1,None,No,unit,No
West,1,1285,1,None,No,unit,No
West,2,1285,1,Southwest,No,building,No
West,3,1290,1,Northwest,Yes,None,Yes
East,2,1290,1,Northeast,No,unit,No
East,3,1295,1,Clintonville,No,unit,No
Null,1,832,1,Southwest,Yes,unit,Yes
East,2,1295,1,Southeast,No,unit,No
East,2,1295,1,Southeast,No,unit,No
Null,2,1299,1,Victorian,No,building,No
Null,3,1299,1,Victorian,No,unit,No
Null,3,1400,1,Northeast,No,building,No
East,4,1300,2,Central,No,unit,No
West,3,1300,1,Northwest,No,None,No
East,2,1300,1,Central,No,unit,No
North,2,1300,1,None,No,building,No
Null,3,1325,1,Southwest,No,None,No
West,2,1335,1,Northwest,No,building,No
West,1,1335,1,None,No,unit,No
West,1,1335,1,None,No,unit,No
West,1,1335,1,None,No,unit,No
West,1,1335,1,None,No,unit,No
West,1,1335,1,None,No,unit,No
West,1,1335,1,None,No,unit,No
West,1,1335,1,None,No,unit,No
West,1,1335,1,None,No,unit,No
West,1,1335,1,None,No,unit,No
West,1,1335,1,None,No,unit,No
West,1,1335,1,None,No,unit,No
West,1,1335,1,None,No,unit,No
West,1,1335,1,None,No,unit,No
West,1,1335,1,None,No,unit,No
West,1,1335,1,None,No,unit,No
West,1,1335,1,None,No,unit,No
Null,2,1350,1,Southwest,No,unit,No
Null,4,1350,1,Southeast,No,unit,No
Null,4,1350,1,Southeast,No,unit,No
East,3,1450,2,Northeast,No,unit,No
Null,2,1350,1,Victorian,No,building,No
North,3,1350,1,Northeast,No,unit,No
East,3,1350,2,Central,No,None,No
West,3,1350,1,Southwest,No,unit,No
West,3,1350,1,Southwest,No,unit,No
West,3,1350,1,Southwest,No,unit,No
Null,3,1350,1,Central,No,None,No
North,2,1350,1,Northeast,No,building,No
North,2,1350,1,Northeast,No,None,No
North,3,1350,1,Central,No,unit,No
North,3,1350,1,Central,No,unit,No
North,3,1350,1,Central,No,unit,No
North,3,1350,1,Central,No,unit,No
North,3,1350,1,Central,No,unit,No
North,3,1350,1,Central,No,unit,No
East,3,1350,1,Central,No,unit,No
North,4,1600,1,Northeast,No,unit,No
North,3,1600,1,Northeast,No,unit,No
West,1,1350,1,None,No,unit,No
East,1,1350,1,Central,Yes,unit,Yes
West,3,1350,1,Northwest,No,unit,No
East,0,1350,1,Northeast,No,building,No
North,2,1350,1,Northwest,No,building,No
West,1,1395,1,Northwest,No,unit,No
North,2,1355,2,Northwest,No,unit,No
North,2,1355,2,Northwest,No,unit,No
West,2,1355,1,Southwest,No,unit,No
West,2,1365,1,Northwest,No,None,No
North,4,1380,2,Central,No,unit,No
North,3,1380,1,Northeast,No,unit,No
West,2,1380,1,Northwest,No,building,No
Null,3,1380,2,Southwest,No,None,No
West,1,1385,1,None,No,unit,No
West,1,1385,1,None,No,unit,No
West,1,1385,1,None,No,unit,No
West,1,1385,1,None,No,unit,No
West,1,1385,1,None,No,unit,No
West,1,1385,1,None,No,unit,No
West,1,1385,1,None,No,unit,No
West,1,1385,1,None,No,unit,No
West,1,1385,1,None,No,unit,No
West,1,1385,1,None,No,unit,No
West,1,1385,1,None,No,unit,No
West,1,1385,1,None,No,unit,No
West,1,1385,1,None,No,unit,No
West,1,1385,1,None,No,unit,No
Null,3,1395,1,Northeast,No,unit,No
East,3,1395,1,Northeast,No,unit,No
Null,3,1395,1,Northeast,No,unit,No
North,4,1399,1,Northeast,No,unit,No
West,3,1399,1,Northwest,No,building,No
West,4,1400,2,Southeast,No,unit,No
West,4,1400,2,Southwest,No,unit,No
West,4,1400,2,Southwest,No,unit,No
West,3,1400,1,Northwest,No,building,No
East,3,1400,1,Northeast,Yes,building,Yes
North,2,1600,1,Northwest,Yes,unit,Yes
North,4,1400,2,Central,No,unit,No
Null,3,1400,1,Northeast,No,unit,No
Null,3,1400,1,Northeast,No,unit,No
Null,3,1400,1,Northeast,No,unit,No
West,4,1400,2,Southwest,No,unit,No
North,2,1400,2,Northwest,No,unit,No
Null,3,1400,1,Northwest,No,None,No
West,3,1405,1,Northwest,No,unit,No
East,3,1425,1,Northeast,No,unit,No
West,3,1455,1,Northwest,No,unit,No
Null,2,1425,1,Southwest,No,unit,No
West,3,1425,1,Northwest,No,unit,No
Null,3,1425,1,Southeast,No,unit,No
North,3,1525,2,Central,No,unit,No
North,2,1425,1,Central,No,building,No
South,1,1425,1,None,No,unit,No
East,3,1440,1,Northeast,No,unit,No
Null,4,1440,2,Southwest,No,building,No
Null,4,1440,2,Southwest,No,building,No
Null,4,1440,2,Southwest,No,building,No
Null,4,1440,2,Southwest,No,building,No
Null,4,1440,2,Southwest,No,building,No
Null,4,1440,2,Southwest,No,building,No
Null,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,None,No
West,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,building,No
Null,4,1440,2,Southwest,No,building,No
Null,4,1440,2,Southwest,No,building,No
Null,4,1440,2,Southwest,No,building,No
Null,4,1440,2,Southwest,No,building,No
Null,4,1440,2,Southwest,No,building,No
Null,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,building,No
West,4,1440,2,Southwest,No,None,No
West,4,1440,2,Southwest,No,None,No
West,4,1440,2,Southwest,No,None,No
West,4,1440,2,Southwest,No,None,No
Null,4,1450,1,Southeast,No,unit,No
Null,4,1450,1,Southeast,No,unit,No
East,3,1450,1,Central,No,unit,No
East,3,1450,1,Northeast,No,unit,No
East,3,1450,1,Central,No,unit,No
East,3,1450,1,Northeast,No,unit,No
East,3,1500,1,Northeast,No,unit,No
West,3,1450,1,Northwest,No,unit,No
West,3,1450,1,Northwest,No,unit,No
Null,3,1550,2,Central,No,unit,No
North,2,1450,1,Northwest,No,building,No
North,2,1450,1,Northwest,No,building,No
North,3,1450,2,Central,No,unit,No
North,3,1450,2,Central,No,unit,No
East,3,1455,1,Central,No,building,No
East,3,1455,1,Central,No,building,No
Null,3,1455,1,Northwest,No,unit,No
East,3,1770,1,Northeast,Yes,unit,Yes
Null,3,1475,1,Northeast,No,unit,No
Null,3,1475,1,Northeast,No,unit,No
North,3,2400,1,Northeast,No,unit,No
North,3,2400,1,Central,No,unit,No
Null,2,1480,1,Central,No,unit,No
North,2,1480,2,Southwest,No,unit,No
Null,3,1395,1,Northeast,No,unit,No
Null,3,1495,2,Northeast,No,unit,No
Null,3,1495,2,Southwest,No,unit,No
Null,3,1495,2,Southwest,No,unit,No
West,3,1495,2,Southwest,No,unit,No
West,3,1495,2,Southwest,No,unit,No
West,3,1495,2,Southwest,No,unit,No
West,3,1495,2,Southwest,No,unit,No
West,3,1495,2,Southwest,No,None,No
West,3,1495,2,Southwest,No,None,No
West,3,1495,2,Southwest,No,None,No
West,3,1495,2,Southwest,No,unit,No
North,4,1499,1,Central,No,unit,No
Null,3,1500,1,Northeast,No,unit,No
Null,4,1500,1,Central,No,unit,No
Null,3,1500,2,Southwest,No,unit,No
Null,3,1500,1,Southwest,No,unit,No
West,4,1500,1,Southwest,No,unit,No
East,4,1500,2,Central,No,building,No
West,3,1500,1,Northwest,No,unit,No
West,3,1500,1,Northwest,No,unit,No
Null,3,1500,1,Northeast,No,building,No
Null,3,1500,2,Southeast,No,unit,No
North,4,1500,2,Central,No,unit,No
North,3,1500,1,Northwest,No,building,No
North,3,1295,1,Northeast,No,unit,No
North,3,1500,1,Northeast,No,unit,No
North,3,1500,1,Northeast,No,unit,No
Null,3,1500,1,Southeast,No,unit,No
Null,3,1500,1,Northeast,No,building,No
West,4,1500,2,Southwest,No,unit,No
Null,3,1550,1,Central,No,building,No
West,3,1500,1,Northwest,No,unit,No
East,3,1500,1,Northeast,No,unit,No
Null,3,1500,1,Central,No,unit,No
Null,3,1500,1,Central,No,None,No
West,4,1775,1,Northwest,No,unit,No
East,3,1500,1,Northeast,No,building,No
East,4,1500,2,Central,No,unit,No
Null,4,1500,2,Central,No,unit,No
Null,4,1500,2,Central,No,unit,No
East,4,1500,1,Central,No,unit,No
East,4,1500,1,Central,No,unit,No
East,4,1500,1,Central,No,unit,No
Null,4,1500,2,Southwest,No,unit,No
Null,4,1500,2,Southwest,No,unit,No
North,4,2000,2,Northeast,No,building,No
Null,3,2000,1,Northwest,No,unit,No
Null,3,1500,2,Southeast,No,unit,No
West,2,1505,1,Southwest,No,unit,No
West,2,1510,2,Southwest,No,unit,No
West,3,1515,2,Northwest,No,building,No
West,3,1515,2,Northwest,No,building,No
Null,3,1515,2,Southwest,No,None,No
West,3,1515,2,Northwest,No,building,No
West,3,1515,2,Northwest,No,building,No
East,3,1515,1,Central,Yes,None,Yes
North,3,1519,2,Clintonville,No,None,No
North,1,1525,1,Southeast,Yes,unit,Yes
East,3,1530,1,Central,No,unit,No
North,3,1530,1,Northwest,No,None,No
West,3,1530,1,Northwest,No,unit,No
East,2,1540,1,Central,No,building,No
East,2,1540,1,Central,No,building,No
East,1,1555,1,Central,No,unit,No
East,3,1545,1,Southeast,No,building,No
East,3,1545,1,Southeast,No,building,No
East,3,1505,1,Southeast,No,building,No
East,3,1545,1,Southeast,No,building,No
Null,2,2313,2,Grandview,No,unit,No
West,1,700,1,Northeast,No,unit,No
North,4,1550,1,Northeast,No,None,No
Null,3,1550,1,Southeast,Yes,None,Yes
North,1,1739,1,Southeast,Yes,unit,Yes
East,3,1860,1,Northeast,Yes,building,Yes
East,3,1860,1,Northeast,Yes,building,Yes
East,3,1860,1,Northeast,Yes,building,Yes
East,3,1860,1,Northeast,Yes,building,Yes
East,3,1860,1,Northeast,Yes,unit,Yes
East,3,1860,1,Northeast,Yes,unit,Yes
East,3,1860,1,Northeast,Yes,None,Yes
East,3,1860,1,Northeast,Yes,None,Yes
East,3,1860,1,Northeast,Yes,building,Yes
East,3,1860,1,Northeast,Yes,unit,Yes
East,3,1860,1,Northeast,Yes,building,Yes
East,2,1575,1,Central,No,building,No
West,3,1575,1,Southwest,No,building,No
West,4,1775,1,Northwest,No,unit,No
West,3,1575,1,Northwest,No,unit,No
East,3,1575,1,Northeast,No,unit,No
East,3,1575,1,Northeast,No,unit,No
Null,3,1575,1,Southeast,Yes,building,Yes
East,3,1575,1,Northeast,No,building,No
West,1,1575,1,None,No,unit,No
West,1,1575,1,None,No,unit,No
East,4,1580,2,Southeast,No,unit,No
West,3,1580,2,Northwest,No,building,No
West,3,1580,2,Northwest,No,building,No
East,4,1585,2,Central,No,None,No
East,3,1590,1,Southeast,No,unit,No
Null,3,1590,1,Southwest,No,building,No
East,4,1599,1,Northeast,No,unit,No
Null,4,1600,1,Southeast,No,unit,No
Null,4,1600,1,Northeast,No,building,No
Null,4,1600,2,Northeast,No,unit,No
West,4,1600,2,Southwest,No,unit,No
East,4,1600,1,Northeast,No,None,No
East,4,1600,1,Northeast,No,unit,No
Null,4,1600,1,Northeast,No,None,No
Null,4,1600,1,Northeast,No,unit,No
East,4,1600,1,Northeast,No,unit,No
Null,4,1600,1,Northeast,No,None,No
East,1,1615,1,Central,No,unit,No
North,4,1600,2,Central,No,unit,No
Null,3,1600,2,Northwest,No,unit,No
Null,4,2000,1,Northwest,No,unit,No
Null,4,1600,2,Southeast,No,unit,No
East,4,1600,1,Northeast,No,unit,No
West,4,2000,2,Southwest,Yes,unit,Yes
West,4,2000,2,Southwest,Yes,unit,Yes
West,4,2000,2,Southwest,Yes,unit,Yes
West,4,2000,2,Southwest,Yes,unit,Yes
West,4,2000,2,Southwest,Yes,unit,Yes
West,4,2000,2,Southwest,Yes,unit,Yes
West,4,2000,2,Southwest,Yes,unit,Yes
North,3,1900,1,Northwest,Yes,unit,Yes
North,3,1900,1,Northwest,Yes,unit,Yes
North,3,1900,1,Northwest,Yes,unit,Yes
North,3,1900,1,Northwest,Yes,unit,Yes
West,4,2000,2,Southwest,Yes,unit,Yes
West,4,2000,2,Southwest,Yes,unit,Yes
Null,4,1600,1,Northeast,No,unit,No
Null,2,1610,2,Northwest,No,unit,No
North,2,1615,1,Central,No,unit,No
East,2,1620,2,Southeast,No,unit,No
Null,2,1620,2,Grandview,No,unit,No
West,4,1620,1,Southwest,No,unit,No
North,3,1620,1,Central,No,unit,No
East,3,1620,1,Central,No,building,No
Null,3,1620,1,Southeast,No,unit,No
West,2,1620,2,None,No,unit,No
West,2,1620,2,None,No,unit,No
Null,2,2250,1,None,Yes,None,Yes
Null,2,2000,2,Grandview,No,unit,No
Null,3,1635,2,Southwest,No,None,No
Null,3,1635,2,Southwest,No,None,No
Null,3,1635,2,Southwest,No,None,No
North,4,1640,1,Northeast,No,unit,No
Null,2,1640,2,Southwest,No,unit,No
Null,3,1650,1,Northwest,No,unit,No
West,3,1650,2,Northwest,No,building,No
West,3,1650,2,Northwest,No,building,No
West,3,1650,1,Northwest,No,unit,No
West,3,1650,1,Northwest,No,unit,No
East,4,1650,3,Central,No,None,No
Null,3,1650,2,Northeast,No,building,No
East,3,1650,1,Northeast,No,unit,No
East,3,1650,1,Northeast,No,unit,No
West,4,1650,1,Southwest,No,unit,No
West,3,1650,1,Southwest,No,unit,No
East,4,1700,1,Northeast,No,unit,No
East,4,1650,1,Central,No,building,No
Null,4,1650,1,Southeast,No,unit,No
East,4,1650,1,Southeast,No,None,No
North,3,1660,2,Clintonville,No,building,No
North,3,1660,2,Clintonville,No,building,No
Null,2,1900,2,Grandview,No,unit,No
West,3,1680,1,Northwest,No,building,No
East,4,1680,2,Northeast,No,None,No
West,3,1680,1,Northwest,No,unit,No
Null,4,1685,1,Northeast,No,unit,No
North,3,1690,1,Northwest,No,building,Yes
North,4,1690,1,Central,No,unit,No
Null,3,1695,1,Central,No,unit,No
Null,3,1695,1,Southeast,No,building,No
West,4,1700,2,Southwest,No,unit,No
East,4,1700,1,Southeast,No,unit,No
East,4,1700,1,Northeast,No,unit,No
East,3,1700,1,Southeast,No,unit,No
East,4,1700,1,Northeast,No,unit,No
East,4,1700,2,Southeast,No,None,No
East,3,2010,2,Northeast,Yes,unit,Yes
East,3,2010,2,Northeast,Yes,unit,Yes
East,3,2010,2,Northeast,Yes,unit,Yes
East,3,2010,2,Northeast,Yes,unit,Yes
East,3,2010,2,Northeast,Yes,unit,Yes
East,3,2010,2,Northeast,Yes,unit,Yes
East,3,1715,1,Central,No,unit,No
East,4,1720,1,Central,No,building,No
North,2,1720,1,Southeast,No,unit,No
East,4,1730,1,Northeast,No,unit,No
East,1,1750,1,Central,No,unit,No
East,1,1750,1,Central,No,unit,No
East,3,1740,1,Northeast,No,unit,No
East,3,1740,1,Northeast,No,unit,No
Null,3,2040,1,Northeast,Yes,unit,Yes
Null,3,2040,1,Northeast,Yes,unit,Yes
Null,3,2040,1,Northeast,Yes,unit,Yes
Null,3,2040,1,Northeast,Yes,unit,Yes
Null,3,2040,1,Northeast,Yes,unit,Yes
Null,3,2040,1,Central,Yes,building,Yes
Null,3,2040,1,Central,Yes,building,Yes
Null,3,2040,1,Central,Yes,building,Yes
Null,3,2040,1,Central,Yes,building,Yes
Null,3,2040,1,Central,Yes,building,Yes
Null,3,2040,1,Central,Yes,building,Yes
North,3,1749,2,Clintonville,No,None,No
Null,3,1749,2,Clintonville,No,None,No
West,4,1750,2,Southwest,No,unit,No
North,4,1750,2,Central,No,unit,No
Null,4,1750,2,Northeast,No,unit,No
East,5,1750,2,Central,No,unit,No
West,4,1750,1,Southwest,No,unit,No
East,5,1750,2,Central,No,unit,No
East,4,1800,1,Northeast,No,unit,No
North,4,1750,1,Northeast,No,None,No
North,4,1750,2,Northeast,No,unit,No
North,3,1760,1,Northwest,No,building,No
West,3,1770,1,Northwest,No,unit,No
North,2,1775,2,Southeast,No,unit,No
West,2,1775,2,None,No,unit,No
West,2,1775,2,None,No,unit,No
North,4,1780,1,Central,No,unit,No
West,3,1780,1,Northwest,No,None,No
East,5,1785,1,Central,No,None,No
Null,3,1785,2,Northwest,No,unit,No
Null,3,1785,2,Northwest,No,unit,No
Null,3,1785,2,Northwest,No,unit,No
Null,3,1785,2,Northwest,No,unit,No
Null,3,1785,2,Northwest,No,unit,No
East,3,1795,1,Southeast,No,unit,No
Null,2,1795,1,Central,No,unit,No
South,2,1799,2,None,No,None,No
Null,3,1800,1,Clintonville,No,building,No
East,4,1800,1,Central,No,unit,No
East,4,1800,1,Central,No,unit,No
East,2,1800,2,Northeast,No,unit,No
East,4,1800,1,Northeast,No,unit,No
East,4,1800,2,Northeast,No,unit,No
East,4,1800,2,Northeast,No,unit,No
Null,3,1800,1,Northeast,No,unit,No
West,3,1800,2,Northwest,No,unit,No
Null,4,1800,2,Southwest,No,unit,No
Null,4,1800,2,Southwest,No,unit,No
North,3,1800,1,Central,No,building,No
Null,4,1800,2,Victorian,No,unit,No
East,4,1800,1,Southeast,No,unit,No
Null,3,2100,1,Central,Yes,unit,Yes
Null,3,2100,1,Central,Yes,unit,Yes
Null,3,2100,1,Northeast,Yes,unit,Yes
Null,3,2100,1,Central,Yes,unit,Yes
Null,3,2100,1,Central,Yes,unit,Yes
Null,3,2100,1,Central,Yes,unit,Yes
East,4,2200,2,Central,Yes,unit,Yes
West,4,1840,2,Southeast,No,unit,No
West,4,1840,2,Southwest,No,unit,No
East,3,1845,1,Northeast,No,building,No
Null,3,1850,1,Grandview,No,unit,No
East,5,1850,2,Central,No,unit,No
West,4,1850,1,Northwest,No,unit,No
West,4,1850,1,Northwest,No,unit,No
West,2,1850,2,None,No,unit,No
West,2,1850,2,None,No,unit,No
Null,4,1850,2,Northeast,No,unit,No
West,2,1855,2,None,No,unit,No
West,2,1855,2,None,No,unit,No
West,2,1860,2,None,No,unit,No
West,2,1865,2,None,No,unit,No
West,2,1865,2,None,No,unit,No
West,5,1875,1,Southwest,No,unit,No
East,3,1875,1,Central,No,unit,No
Null,4,1880,2,Southwest,No,unit,No
North,4,1880,2,Central,No,unit,No
Null,4,1880,2,Central,No,unit,No
East,3,1895,1,Southeast,No,None,No
East,3,1895,1,Northeast,Yes,building,Yes
East,3,1895,1,Southeast,No,building,No
East,3,1895,1,Northeast,Yes,building,Yes
West,2,1895,2,None,No,unit,No
Null,4,1900,1,Southeast,No,unit,No
East,4,1900,3,Northeast,No,unit,No
West,4,1900,1,Northwest,No,unit,No
East,4,1900,1,Southeast,No,None,No
Null,2,1900,2,Southwest,No,unit,No
Null,4,1900,2,Southeast,No,building,No
East,4,1900,1,Southeast,No,unit,No
West,2,1910,2,None,No,unit,No
West,4,2320,2,Southwest,Yes,unit,Yes
West,4,2320,2,Southwest,Yes,unit,Yes
West,4,2320,2,Southwest,Yes,unit,Yes
