location,beds,price,baths,location_sector,parking,laundry,furnished
West,4,2320,2,Southwest,Yes,unit,Yes
West,3,1935,1,Northwest,Yes,None,Yes
West,3,1935,1,Northwest,Yes,unit,Yes
East,4,1940,2,Northeast,No,unit,No
Null,3,1944,1,Northeast,No,unit,No
East,4,1950,1,Central,No,building,No
West,5,1950,2,Southwest,No,unit,No
East,4,1950,1,Southeast,No,unit,No
North,3,1950,1,Central,No,unit,No
North,3,1950,1,Central,No,unit,No
Null,5,1950,2,Southeast,No,unit,No
West,4,1950,1,Northwest,No,unit,No
West,4,1950,1,Northwest,No,unit,No
East,5,1950,1,Central,No,building,No
West,2,1950,2,None,No,unit,No
West,2,1950,2,None,No,unit,No
West,2,1950,2,None,No,unit,No
West,2,1950,2,None,No,unit,No
Null,4,1955,2,Southwest,No,unit,No
East,3,1965,1,Central,No,None,No
East,4,1975,2,Central,No,None,No
East,3,1975,2,Southeast,No,unit,No
East,3,1975,2,Southeast,No,unit,No
West,4,1980,1,Northwest,Yes,building,Yes
East,4,1995,1,Central,No,unit,No
East,4,1995,1,Northeast,No,unit,No
Null,3,1995,1,Central,No,unit,No
North,3,1995,1,Northwest,No,building,No
Null,7,1999,3,Central,No,unit,No
West,4,2015,2,Northwest,No,unit,No
Null,4,2000,2,Northeast,No,unit,No
Null,4,2000,1,Southwest,No,unit,No
East,4,2000,2,Northeast,No,unit,No
Null,4,2000,1,Northeast,No,unit,No
North,5,2000,1,Northeast,No,unit,No
West,4,2000,1,Northwest,Yes,building,Yes
West,4,2000,1,Northwest,Yes,building,Yes
West,4,2015,2,Southwest,No,building,No
East,5,2000,2,Central,No,unit,No
North,4,2100,2,Central,No,None,No
West,4,2000,2,Northwest,No,unit,No
West,2,2000,1,Northwest,No,building,No
North,3,2300,1,Northeast,No,unit,No
Null,4,2200,1,Northeast,No,unit,No
North,5,2000,2,Northeast,No,unit,No
East,5,2000,2,Central,No,unit,No
Null,5,2250,2,Southeast,No,unit,No
West,4,2000,2,Northwest,No,unit,No
Null,5,2000,1,Northwest,No,building,No
Null,5,2000,1,Northeast,No,building,No
Null,5,2000,1,Northeast,No,building,No
Null,5,2000,1,Northeast,No,building,No
East,4,2000,2,Northeast,No,building,No
East,5,2000,1,Southeast,No,unit,No
West,4,2400,1,Northwest,Yes,unit,Yes
West,4,2400,2,Northwest,Yes,unit,Yes
West,4,2400,2,Northwest,Yes,unit,Yes
West,4,2400,2,Northwest,Yes,unit,Yes
East,5,2500,2,Central,Yes,unit,Yes
East,3,2040,1,Central,Yes,unit,Yes
Null,4,2040,1,Northeast,No,unit,No
Null,4,2440,1,Northeast,Yes,unit,Yes
East,4,2050,1,Central,No,None,No
East,4,2060,1,Central,No,unit,No
East,4,2360,2,Northeast,No,building,No
Null,3,2070,2,Southeast,No,unit,No
West,4,2080,2,Northwest,No,unit,No
West,4,2080,2,Northwest,No,unit,No
West,4,2080,1,Northwest,No,unit,No
West,4,2080,2,Northwest,No,building,No
North,4,2080,1,Northwest,No,unit,No
East,3,2085,1,Central,Yes,unit,Yes
West,3,2085,1,Northwest,No,building,No
North,7,2100,3,Northeast,No,unit,No
East,4,2100,1,Southeast,No,building,No
West,4,2100,2,Southwest,No,unit,No
Null,5,2100,2,Northeast,No,unit,No
Null,4,2100,1,Southeast,No,unit,No
Null,4,2100,1,Southeast,No,unit,No
Null,4,2100,1,Northeast,No,unit,No
West,4,2100,2,Northwest,No,building,No
Null,4,2100,2,Southwest,No,unit,No
Null,4,2100,2,Southwest,No,unit,No
East,5,2100,1,Southeast,No,unit,No
Null,4,2100,2,Southeast,No,unit,No
Null,3,2100,1,Central,No,unit,No
Null,4,2100,2,Central,No,unit,No
Null,3,2100,2,Southwest,No,building,No
East,4,2100,1,Southeast,No,unit,No
East,5,2100,2,Northeast,No,unit,No
Null,3,2400,2,Northeast,Yes,unit,Yes
East,3,2400,2,Central,Yes,unit,Yes
North,4,2120,1,Northwest,No,unit,No
Null,4,2520,2,Northeast,Yes,unit,Yes
North,5,2225,3,Central,No,None,No
Null,5,2125,2,Southeast,No,unit,No
Null,5,2125,2,Southeast,No,building,No
East,4,2135,1,Northeast,No,unit,No
Null,5,2140,3,Southwest,No,building,No
West,5,2140,2,Southwest,No,unit,No
East,4,2160,2,Central,No,unit,No
East,4,2560,2,Central,Yes,unit,Yes
East,4,2560,2,Central,Yes,unit,Yes
East,4,2560,2,Central,Yes,unit,Yes
Null,4,2180,1,Northwest,No,unit,No
West,2,2430,2,Northwest,No,unit,No
North,5,2400,1,Northeast,No,building,No
East,5,2200,2,University,No,building,No
Null,4,2200,2,Northeast,No,unit,No
East,4,2200,2,Southeast,No,None,No
East,4,2200,2,Central,No,building,No
East,4,2200,1,Central,No,unit,No
East,4,2200,2,Central,No,unit,No
West,4,2200,2,Northwest,No,unit,No
Null,4,2200,2,Northeast,No,unit,No
North,3,2500,2,Northwest,Yes,unit,Yes
Null,5,2250,3,Northeast,No,unit,No
East,6,2250,2,Central,No,building,No
East,5,2250,2,Northeast,No,building,No
North,4,2250,1,Northeast,No,unit,No
Null,5,2250,2,Central,No,unit,No
West,5,2250,2,Southwest,No,unit,No
West,5,2250,2,Southwest,No,unit,No
West,5,2250,1,Southwest,No,unit,No
Null,6,2395,2,Southwest,No,unit,No
West,4,2250,2,Northwest,No,building,No
East,6,2250,2,Central,No,unit,No
Null,5,2250,2,Southeast,No,unit,No
East,4,2260,1,Southeast,No,building,No
East,3,2270,2,Central,No,unit,No
East,4,2280,1,Southeast,No,building,No
East,4,2280,1,Southeast,No,None,No
East,4,2280,1,Northeast,No,unit,No
East,4,2280,2,Southeast,No,unit,No
West,4,2280,2,Northwest,No,unit,No
Null,5,2295,2,Central,No,unit,No
East,3,2295,2,Northeast,No,unit,No
East,4,2300,1,Northwest,No,unit,No
East,4,2300,1,Central,No,building,No
North,4,2300,2,Northeast,No,unit,No
East,4,2300,1,Central,No,unit,No
East,4,2300,1,Southeast,No,unit,No
East,4,2300,1,Central,No,building,No
East,5,2300,2,Central,No,unit,No
East,5,2400,1,Northeast,No,building,No
North,5,2300,2,Northeast,No,unit,No
North,5,2300,2,Central,No,unit,No
East,4,2300,1,Central,No,unit,No
East,4,2300,1,Central,No,unit,No
Null,4,2320,2,Northeast,No,unit,No
West,4,2720,1,Northwest,Yes,unit,Yes
Null,4,2720,2,Central,Yes,unit,Yes
Null,4,2720,2,Central,Yes,unit,Yes
Null,4,2720,2,Central,Yes,unit,Yes
East,4,2340,1,Central,Yes,unit,Yes
East,5,2350,2,Central,No,unit,No
Null,4,2352,2,Northeast,No,unit,No
West,4,2760,2,Northwest,Yes,unit,Yes
West,4,2760,2,Northwest,Yes,unit,Yes
North,5,2805,2,Northeast,No,unit,No
Null,5,2400,1,Northeast,Yes,building,Yes
West,6,2400,3,Southwest,No,unit,No
East,4,2400,1,Northeast,No,unit,No
East,4,2400,2,Central,No,unit,No
West,4,2400,2,Northwest,No,unit,No
West,4,2600,2,Northwest,No,unit,No
East,5,2400,2,Central,No,unit,No
East,5,2400,2,Central,No,unit,No
East,5,2400,2,Central,No,unit,No
Null,4,2400,1,Central,No,unit,No
West,4,2400,1,Northwest,No,unit,No
Null,5,2400,2,Northeast,No,building,No
West,4,2500,2,Northwest,No,None,No
West,4,2400,2,Northwest,No,unit,No
Null,5,2400,2,Central,No,None,No
East,5,2900,2,Central,Yes,unit,Yes
North,3,2440,3,Southwest,No,unit,No
East,5,2450,2,Southeast,No,unit,No
East,5,2950,2,Central,Yes,unit,Yes
West,5,2465,2,Southwest,No,unit,No
East,5,2475,1,Central,No,unit,No
North,4,2475,1,Northwest,No,building,No
East,6,2495,2,Central,No,unit,No
East,5,2500,1,Central,No,unit,No
West,5,2500,2,Southwest,No,unit,No
East,4,2500,2,Central,No,unit,No
West,4,2700,2,Northwest,No,unit,No
West,5,2500,2,Southwest,No,unit,No
East,5,2500,2,Northeast,No,unit,No
East,5,2500,2,Central,No,unit,No
North,5,2500,3,Northeast,No,unit,No
Null,6,2500,2,Northeast,No,building,No
Null,6,3500,2,Southeast,No,unit,No
Null,4,2500,2,Northeast,No,unit,No
Null,6,2580,2,Central,No,unit,No
East,6,2650,3,Northwest,No,unit,No
West,5,2550,3,Southwest,No,None,No
West,5,2550,3,Southwest,No,None,No
West,5,2550,3,Southeast,No,None,No
West,4,2550,3,Southwest,No,None,No
West,4,2550,2,Southwest,No,None,No
West,4,2550,2,Southwest,No,None,No
West,4,2550,2,Central,No,None,No
West,4,2550,2,Central,No,None,No
East,4,2595,2,Central,No,unit,No
Null,4,2700,1,Northeast,No,None,No
East,5,2600,1,Northeast,No,unit,No
Null,4,2600,2,Central,No,unit,No
Null,4,2600,2,Northeast,Yes,unit,Yes
East,5,2600,1,Central,No,unit,No
West,4,2600,2,Northwest,No,unit,No
West,4,2600,2,Northwest,No,unit,No
East,4,3000,2,Northeast,Yes,unit,Yes
Null,5,2615,2,Central,No,unit,No
East,5,2625,1,Central,No,unit,No
East,5,2625,2,Central,No,unit,No
West,5,2625,2,Northwest,No,unit,No
Null,4,2625,2,Central,No,unit,No
North,6,3840,2,Northwest,Yes,unit,Yes
North,6,3840,2,Northwest,Yes,unit,Yes
North,6,3840,2,Northwest,Yes,unit,Yes
East,5,2650,1,Central,No,unit,No
East,5,3150,2,Northeast,Yes,unit,Yes
East,5,3150,2,Central,Yes,unit,Yes
East,5,2690,1,Northeast,No,unit,No
Null,5,2700,2,Southeast,No,unit,No
East,6,2700,2,Northeast,No,None,No
East,6,2700,2,Central,No,building,No
North,6,2700,2,Southeast,No,None,No
East,7,2700,3,Central,No,unit,No
East,5,2775,2,Central,No,unit,No
North,7,2795,2,Northeast,No,building,No
East,5,2795,3,Central,No,unit,No
Null,5,2795,2,Central,No,unit,No
Null,4,2800,2,Victorian,No,None,No
North,5,2800,2,Northeast,No,building,No
North,3,3000,2,Italian,No,unit,No
Null,5,2800,1,Victorian,No,unit,No
North,4,2800,2,Northeast,No,unit,No
East,5,3300,2,Northeast,Yes,unit,Yes
North,5,3300,2,Northeast,Yes,unit,Yes
East,4,2830,2,Northeast,No,unit,No
East,5,3350,3,Central,Yes,unit,Yes
East,5,2875,1,Central,No,unit,No
Null,6,3480,2,Southwest,Yes,unit,Yes
Null,6,3480,2,Southwest,Yes,unit,Yes
West,7,2900,2,Northwest,No,unit,No
East,6,3000,2,Central,No,unit,No
North,5,3100,1,Northeast,No,unit,No
West,3,2960,3,Northwest,No,unit,No
North,5,2925,2,Northeast,No,building,No
North,5,2925,2,Northeast,No,building,No
East,5,2960,2,Northeast,No,building,No
East,5,2975,1,Central,No,unit,No
Null,4,2900,4,None,Yes,unit,Yes
East,4,2985,2,Central,No,unit,No
North,6,3000,3,Northeast,No,unit,No
Null,5,3000,1,Southwest,No,unit,No
North,7,4000,3,Northeast,No,unit,No
East,5,3025,2,Central,No,None,No
East,5,3065,2,Central,No,building,No
East,5,3065,2,Central,No,building,No
West,5,3600,2,Northwest,Yes,unit,Yes
East,5,3100,2,Central,No,None,No
East,5,3100,3,Central,No,None,No
East,5,3100,3,Central,No,None,No
Null,5,3600,2,Northwest,Yes,unit,Yes
East,5,3600,2,Northeast,Yes,unit,Yes
East,5,3600,2,Northeast,Yes,unit,Yes
East,5,3600,3,Northeast,Yes,unit,Yes
East,5,3125,2,Central,No,building,No
East,5,3125,2,Central,No,building,No
East,5,3725,2,Northeast,No,unit,No
North,7,3850,2,Central,Yes,unit,Yes
North,7,3850,2,Central,Yes,unit,Yes
Null,7,3850,3,Northeast,Yes,unit,Yes
West,6,3180,3,Southwest,No,unit,No
East,6,3780,2,Central,Yes,unit,Yes
North,7,3200,2,Central,No,unit,No
East,6,3840,3,Northeast,Yes,unit,Yes
West,5,3995,2,Southeast,No,unit,No
North,5,3675,2,Northeast,No,unit,No
Null,5,3250,3,Northwest,No,building,No
East,5,3250,2,Northeast,Yes,unit,Yes
Null,5,3750,2,Central,Yes,unit,Yes
East,6,3900,3,Northeast,Yes,unit,Yes
North,6,3900,2,Northeast,Yes,unit,Yes
North,6,3900,2,Northeast,Yes,unit,Yes
Null,6,3360,3,Northeast,No,unit,No
East,6,3960,2,Central,Yes,unit,Yes
East,6,3960,2,Central,Yes,unit,Yes
West,5,4200,2,Northwest,No,unit,No
West,5,4200,2,Northwest,No,unit,No
East,5,3400,2,Central,No,unit,No
East,6,4020,2,Northeast,Yes,unit,Yes
West,6,4020,2,Northwest,Yes,unit,Yes
Null,6,4020,2,Northeast,Yes,unit,Yes
North,6,4020,2,Northeast,Yes,unit,Yes
North,5,4200,2,Northwest,No,unit,No
West,5,3435,3,Northwest,No,building,No
East,6,4050,2,Northeast,Yes,unit,Yes
Null,6,3700,2,Southwest,No,building,No
Null,5,3500,2,Central,No,unit,No
Null,5,3500,2,Central,No,unit,No
Null,5,3500,2,Northeast,No,unit,No
East,5,4000,3,Northeast,Yes,unit,Yes
West,7,3500,2,Northwest,No,unit,No
East,5,3900,2,Northeast,No,unit,No
East,5,3900,2,Northeast,No,unit,No
East,6,4140,4,Northeast,Yes,unit,Yes
Null,6,3570,2,Central,No,None,No
North,3,3570,1,Northwest,No,building,No
Null,7,3600,2,Northeast,No,building,No
Null,6,3600,2,Central,No,unit,No
East,5,4100,3,Central,Yes,unit,Yes
East,6,3630,2,Central,Yes,unit,Yes
Null,5,3780,2,Northeast,No,unit,No
West,4,3820,4,Northwest,No,unit,No
East,7,3850,2,Northwest,No,None,No
Null,7,4550,2,Southeast,Yes,unit,Yes
East,7,4550,2,Central,Yes,unit,Yes
Null,7,4550,2,Southeast,Yes,unit,Yes
West,8,7600,2,Southwest,No,unit,No
East,5,3895,3,Central,No,unit,No
North,6,4800,1,Northeast,No,unit,No
East,6,4800,2,Northeast,No,unit,No
East,6,4500,2,Northeast,Yes,unit,Yes
East,7,4690,2,Central,Yes,unit,Yes
East,7,4690,2,Central,Yes,unit,Yes
West,7,4700,2,Northwest,Yes,unit,Yes
North,7,4760,2,Northwest,Yes,unit,Yes
East,7,4760,2,Central,Yes,unit,Yes
Null,9,4100,4,Northeast,No,unit,No
Null,7,4165,3,Northeast,No,None,No
East,7,4165,2,Northeast,No,None,No
East,7,4900,2,Northeast,Yes,unit,Yes
East,8,4400,2,Central,No,building,No
East,8,4400,3,Central,No,unit,No
East,7,4400,3,Central,No,unit,No
East,6,4500,2,Northeast,No,building,No
North,7,5400,2,Northeast,No,unit,No
East,7,4550,3,Northeast,No,unit,No
East,7,4550,2,Southeast,No,unit,No
East,7,5390,3,Northeast,Yes,unit,Yes
East,8,5520,3,Northeast,Yes,unit,Yes
East,8,4760,2,Northeast,No,None,No
East,7,4760,2,Northeast,No,None,No
East,8,5600,2,Northeast,Yes,unit,Yes
East,8,6250,3,Central,No,unit,No
East,8,6500,2,Central,No,unit,No
East,8,6500,2,Central,No,unit,No
East,8,5555,3,Central,No,None,No
East,1,6600,4,Central,Yes,unit,Yes
East,8,5800,3,Central,No,unit,No
East,1,8450,4,Central,Yes,unit,Yes
Null,3,1450,1,Northeast,No,unit,No
